Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
NYK,Cameron Payne,Josh Hart,Mikal Bridges,OG Anunoby,Karl-Anthony Towns,201,76,+14.3,73,123.9,80,61.1%,83,10.9%,24,22.4%,70,20.6,64,109.5,53,54.5%,92,18.6%,39,29.0%,63,14.8
BKN,Ben Simmons,Dennis Schroder,Cameron Thomas,Cameron Johnson,Dorian Finney-Smith,201,30,-4.5,25,110.4,52,57.3%,16,17.4%,4,16.3%,70,20.6,44,114.9,35,56.5%,72,15.9%,14,33.0%,10,23.7
NOP,Dejounte Murray,CJ McCollum,Javonte Green,Trey Murphy III,Yves Missi,200,40,-0.0,44,116.0,13,50.7%,71,12.0%,84,33.9%,26,14.5,39,116.0,53,54.5%,87,17.5%,8,34.7%,37,18.6
MIN,Anthony Edwards,Nickeil Alexander-Walker,Jaden McDaniels,Naz Reid,Rudy Gobert,196,20,-9.5,17,106.6,17,51.7%,17,17.3%,76,31.1%,14,12.8,39,116.2,30,57.0%,77,16.7%,38,29.0%,22,20.9
DAL,Luka Doncic,Kyrie Irving,Klay Thompson,PJ Washington,Daniel Gafford,194,26,-6.9,33,112.9,32,54.3%,60,12.9%,56,27.1%,57,18.5,27,119.8,32,56.7%,34,12.5%,48,28.0%,12,23.4
LAC,James Harden,Norman Powell,Amir Coffey,Derrick Jones Jr.,Ivica Zubac,191,58,+7.0,55,118.3,91,63.3%,0,25.1%,84,33.8%,93,27.2,57,111.3,72,51.9%,33,12.3%,76,23.2%,0,31.9
MIA,Terry Rozier,Tyler Herro,Jimmy Butler,Nikola Jovic,Bam Adebayo,190,8,-19.1,13,104.7,8,49.1%,63,12.6%,54,26.7%,72,21.0,15,123.8,21,58.3%,19,10.9%,21,31.5%,25,20.0
WAS,Carlton Carrington,Kyshawn George,Corey Kispert,Kyle Kuzma,Jonas Valanciunas,188,5,-24.5,24,109.6,53,57.4%,9,18.6%,46,25.3%,53,18.1,5,134.1,14,59.7%,3,8.1%,43,28.7%,3,27.1
WAS,Jordan Poole,Carlton Carrington,Bilal Coulibaly,Justin Champagnie,Alexandre Sarr,188,37,-0.7,32,112.8,55,57.6%,18,17.0%,33,23.5%,3,8.1,50,113.5,61,53.4%,11,9.8%,29,30.0%,45,17.4
HOU,Fred VanVleet,Amen Thompson,Jalen Green,Jabari Smith Jr.,Alperen Sengun,186,53,+4.9,84,128.5,54,57.5%,73,11.8%,99,44.1%,21,14.0,16,123.6,23,58.1%,14,10.4%,83,21.7%,69,13.9
MIA,Tyler Herro,Duncan Robinson,Haywood Highsmith,Bam Adebayo,Kel'el Ware,185,39,-0.1,18,107.6,65,59.0%,7,18.9%,13,19.2%,33,15.3,72,107.7,79,50.9%,11,9.8%,80,22.4%,84,12.1
PHX,Tyus Jones,Devin Booker,Ryan Dunn,Kevin Durant,Mason Plumlee,185,94,+28.0,45,116.2,29,53.7%,72,11.9%,64,28.7%,33,15.3,99,88.2,99,42.4%,89,17.6%,19,31.9%,88,11.0
SAC,Keon Ellis,Zach LaVine,DeMar DeRozan,Keegan Murray,Jonas Valanciunas,185,75,+14.0,83,128.1,77,60.8%,80,11.4%,50,25.9%,38,16.3,48,114.1,74,51.8%,7,8.7%,74,23.5%,31,19.3
WAS,Jordan Poole,Kyshawn George,Bilal Coulibaly,Corey Kispert,Jonas Valanciunas,178,69,+11.9,85,128.7,56,57.8%,51,13.5%,59,27.5%,93,26.7,37,116.8,54,54.4%,34,12.4%,38,29.0%,33,18.9
BKN,D'Angelo Russell,Keon Johnson,Ziaire Williams,Jalen Wilson,Nicolas Claxton,177,21,-8.6,13,104.5,26,53.2%,66,12.4%,12,18.9%,23,14.3,51,113.1,46,55.2%,67,15.4%,23,31.1%,91,10.4
IND,Tyrese Haliburton,Andrew Nembhard,Aaron Nesmith,Obi Toppin,Myles Turner,177,79,+16.8,90,130.5,79,61.0%,88,10.2%,36,23.9%,14,12.7,49,113.7,72,52.0%,14,10.4%,17,32.3%,82,12.4
ORL,Jalen Suggs,Kentavious Caldwell-Pope,Franz Wagner,Paolo Banchero,Wendell Carter,175,25,-7.2,9,101.7,6,48.3%,57,13.1%,17,20.4%,79,22.0,66,108.9,57,54.1%,42,13.4%,97,18.1%,8,24.5
NYK,Cameron Payne,Miles McBride,Josh Hart,Mikal Bridges,Karl-Anthony Towns,175,86,+20.0,80,126.9,78,61.0%,65,12.6%,63,28.6%,78,21.9,75,106.9,60,53.6%,89,17.7%,69,24.7%,55,15.8
DET,Cade Cunningham,Malik Beasley,Tim Hardaway Jr.,Tobias Harris,Isaiah Stewart,174,79,+16.1,39,114.9,59,58.1%,24,16.1%,7,17.5%,54,18.1,93,98.8,95,46.4%,45,13.6%,62,25.6%,32,19.2
DET,Dennis Schroder,Malik Beasley,Simone Fontecchio,Ron Holland II,Isaiah Stewart,172,34,-2.2,15,105.2,12,50.7%,38,14.5%,19,20.7%,89,25.0,73,107.5,97,45.7%,6,8.6%,29,30.0%,9,23.8
OKC,Shai Gilgeous-Alexander,Luguentz Dort,Aaron Wiggins,Jalen Williams,Isaiah Hartenstein,171,97,+33.3,83,128.1,72,60.0%,94,9.4%,37,24.0%,75,21.3,96,94.8,71,52.2%,95,19.2%,96,18.2%,70,13.8
DET,Cade Cunningham,Jaden Ivey,Tim Hardaway Jr.,Tobias Harris,Isaiah Stewart,169,42,+0.7,60,119.5,46,56.6%,95,8.9%,26,22.6%,20,13.8,29,118.8,84,49.7%,9,9.7%,33,29.6%,16,22.1
DAL,Kyrie Irving,Spencer Dinwiddie,Klay Thompson,PJ Washington,Daniel Gafford,167,86,+20.1,88,129.9,68,59.6%,29,15.6%,95,38.0%,61,19.1,63,109.8,96,45.9%,10,9.8%,19,31.7%,72,13.5
MIL,Damian Lillard,Gary Trent Jr.,Taurean Prince,Bobby Portis,Brook Lopez,167,51,+3.7,63,120.4,70,59.7%,43,14.4%,26,22.5%,71,20.8,37,116.7,59,53.6%,21,11.1%,23,31.0%,97,7.9
NOP,CJ McCollum,Trey Murphy III,Zion Williamson,Kelly Olynyk,Yves Missi,166,15,-12.3,49,117.5,34,54.7%,41,14.5%,99,43.5%,11,11.8,7,129.8,13,59.9%,4,8.3%,28,30.1%,57,15.5
CLE,Darius Garland,Donovan Mitchell,Caris LeVert,Evan Mobley,Jarrett Allen,166,89,+22.9,86,128.9,84,61.8%,2,20.5%,95,38.4%,82,23.0,78,106.0,80,50.7%,79,16.8%,20,31.6%,12,23.2
CHI,Josh Giddey,Lonzo Ball,Zach LaVine,Patrick Williams,Nikola Vucevic,165,70,+12.1,49,117.6,82,61.3%,62,12.7%,12,18.9%,1,6.7,79,105.5,88,48.1%,64,15.2%,7,34.7%,81,12.5
NYK,Delon Wright,Josh Hart,Mikal Bridges,OG Anunoby,Karl-Anthony Towns,165,48,+2.5,69,122.4,43,55.8%,70,12.1%,76,31.2%,58,18.7,26,119.9,16,59.2%,55,14.5%,15,32.9%,81,12.5
CLE,Donovan Mitchell,Caris LeVert,Sam Merrill,Georges Niang,Evan Mobley,164,99,+36.5,87,129.3,88,62.8%,53,13.4%,7,17.5%,71,20.7,99,92.8,99,42.7%,86,17.4%,54,26.9%,46,17.2
SAC,Keon Ellis,Zach LaVine,DeMar DeRozan,Trey Lyles,Domantas Sabonis,164,31,-4.3,88,129.9,81,61.2%,61,12.8%,70,29.7%,49,17.8,4,134.1,2,66.4%,37,12.8%,30,29.9%,8,24.3
WAS,Jordan Poole,Carlton Carrington,AJ Johnson,Justin Champagnie,Alexandre Sarr,163,9,-18.9,21,108.6,28,53.5%,61,12.9%,6,17.3%,47,17.5,8,127.4,32,56.7%,8,9.1%,9,34.5%,60,15.2
ORL,Jalen Suggs,Kentavious Caldwell-Pope,Tristan daSilva,Goga Bitadze,Wendell Carter,162,48,+2.5,14,104.9,14,51.0%,5,19.1%,92,36.6%,8,10.6,87,102.5,43,55.4%,100,22.1%,60,25.8%,18,21.7
BOS,Jrue Holiday,Derrick White,Jaylen Brown,Jayson Tatum,Luke Kornet,162,81,+17.4,27,111.1,21,52.3%,31,15.4%,87,34.4%,20,13.7,97,93.7,96,46.2%,88,17.6%,38,29.1%,87,11.1
CHA,LaMelo Ball,Josh Green,Brandon Miller,Miles Bridges,Mark Williams,161,55,+6.1,59,119.3,35,55.0%,99,7.5%,38,24.2%,4,9.3,51,113.1,33,56.7%,27,11.9%,95,19.5%,63,14.8
NYK,Jalen Brunson,Miles McBride,Josh Hart,OG Anunoby,Karl-Anthony Towns,160,100,+43.7,98,140.6,95,64.9%,89,10.0%,23,22.1%,80,22.3,95,97.0,54,54.4%,83,17.0%,89,20.7%,95,8.8
GSW,Stephen Curry,Lindy Waters,Andrew Wiggins,Draymond Green,Trayce Jackson-Davis,159,66,+10.5,78,125.8,88,62.8%,40,14.5%,59,27.6%,16,13.1,41,115.2,54,54.4%,8,9.1%,76,23.2%,28,19.7
PHX,Collin Gillespie,Devin Booker,Ryan Dunn,Kevin Durant,Nick Richards,159,36,-1.6,84,128.3,67,59.3%,26,15.7%,97,41.0%,41,16.6,7,129.9,14,59.7%,4,8.3%,9,34.1%,84,12.3
MIN,Anthony Edwards,Nickeil Alexander-Walker,Jaden McDaniels,Julius Randle,Naz Reid,158,22,-8.3,34,113.3,28,53.6%,38,14.6%,80,32.1%,71,20.7,21,121.6,40,55.8%,26,11.8%,51,27.2%,57,15.6
GSW,Stephen Curry,Dennis Schroder,Andrew Wiggins,Draymond Green,Trayce Jackson-Davis,157,20,-9.5,3,96.8,11,50.4%,32,15.3%,49,25.6%,1,6.3,77,106.3,43,55.6%,56,14.6%,89,20.8%,99,6.3
CHA,LaMelo Ball,Josh Green,DaQuan Jeffries,Miles Bridges,Mark Williams,157,80,+16.8,93,131.8,85,61.9%,79,11.5%,63,28.6%,77,21.7,43,115.0,20,58.5%,88,17.5%,26,30.6%,73,13.5
MEM,Scotty Pippen,Desmond Bane,Jaylen Wells,Brandon Clarke,Jaren Jackson,157,22,-8.4,8,101.3,20,51.8%,20,16.6%,65,28.7%,17,13.2,64,109.7,57,54.1%,43,13.5%,46,28.0%,95,9.0
LAC,James Harden,Kris Dunn,Nicolas Batum,Kawhi Leonard,Ivica Zubac,156,49,+2.9,36,114.1,47,56.8%,45,14.1%,27,22.9%,25,14.4,58,111.3,65,52.8%,92,18.8%,14,32.9%,28,19.7
SAC,De'Aaron Fox,Keon Ellis,DeMar DeRozan,Keegan Murray,Domantas Sabonis,156,83,+18.0,94,132.7,74,60.2%,93,9.6%,93,37.2%,35,15.8,45,114.6,21,58.3%,41,13.4%,58,26.0%,28,19.7
DET,Jaden Ivey,Malik Beasley,Simone Fontecchio,Ron Holland II,Isaiah Stewart,156,18,-10.7,32,112.8,36,55.0%,9,18.6%,92,36.8%,34,15.7,16,123.5,14,59.6%,14,10.5%,97,18.1%,56,15.7
POR,Anfernee Simons,Toumani Camara,Deni Avdija,Jerami Grant,Donovan Clingan,156,99,+36.1,51,117.9,83,61.4%,12,17.9%,68,29.6%,80,22.0,100,81.8,100,39.9%,97,20.8%,66,25.3%,41,17.8
BOS,Jrue Holiday,Derrick White,Jaylen Brown,Al Horford,Kristaps Porzingis,155,74,+13.4,67,121.9,64,58.6%,77,11.6%,41,24.7%,26,14.5,68,108.5,81,50.7%,34,12.4%,77,22.9%,64,14.7
CLE,Donovan Mitchell,Ty Jerome,Sam Merrill,Georges Niang,Evan Mobley,155,23,-8.1,16,105.8,3,45.7%,98,7.7%,35,23.7%,40,16.4,49,113.9,41,55.7%,71,15.8%,71,24.3%,3,27.5
OKC,Shai Gilgeous-Alexander,Isaiah Joe,Luguentz Dort,Jalen Williams,Isaiah Hartenstein,153,67,+11.6,61,119.6,38,55.2%,94,9.2%,38,24.3%,47,17.5,70,108.0,75,51.6%,77,16.7%,58,26.0%,14,22.5
CLE,Donovan Mitchell,Max Strus,Caris LeVert,Georges Niang,Evan Mobley,152,3,-26.2,6,99.3,7,48.9%,39,14.5%,3,15.4%,29,14.9,10,125.5,34,56.6%,20,11.0%,54,26.7%,76,13.2
SAC,De'Aaron Fox,Keon Ellis,Malik Monk,DeMar DeRozan,Domantas Sabonis,151,72,+12.5,82,127.8,87,62.3%,86,10.6%,20,21.3%,86,23.8,41,115.3,40,55.8%,86,17.3%,17,32.4%,14,22.5
SAS,Chris Paul,Stephon Castle,Devin Vassell,Jeremy Sochan,Harrison Barnes,150,2,-28.9,9,102.0,31,54.3%,53,13.3%,21,21.3%,5,10.1,6,130.9,7,62.3%,22,11.4%,40,29.0%,93,9.6
PHX,Tyus Jones,Devin Booker,Ryan Dunn,Kevin Durant,Nick Richards,149,29,-5.1,44,116.1,57,57.8%,14,17.4%,91,35.8%,65,19.5,22,121.2,71,52.0%,13,10.3%,12,33.7%,75,13.2
CLE,Donovan Mitchell,Ty Jerome,Sam Merrill,DeAndre Hunter,Evan Mobley,149,44,+1.4,75,124.8,69,59.7%,88,10.1%,21,21.4%,63,19.4,17,123.4,59,53.6%,39,13.1%,24,30.8%,14,22.5
ATL,Trae Young,Dyson Daniels,Bogdan Bogdanovic,DeAndre Hunter,Onyeka Okongwu,149,32,-3.7,66,121.5,14,51.0%,46,14.1%,98,43.0%,51,17.9,12,125.2,5,63.0%,64,15.2%,85,21.5%,10,23.6
PHI,Tyrese Maxey,Eric Gordon,Kelly Oubre,Justin Edwards,Guerschon Yabusele,148,12,-14.4,25,110.1,41,55.6%,51,13.5%,13,19.2%,7,10.4,14,124.5,3,64.4%,98,21.1%,4,36.0%,4,26.3
PHI,Tyrese Maxey,Paul George,Caleb Martin,Kelly Oubre,Guerschon Yabusele,148,92,+25.0,89,130.4,53,57.5%,93,9.5%,78,31.8%,39,16.3,79,105.4,50,54.8%,88,17.6%,61,25.7%,49,16.8
PHX,Tyus Jones,Devin Booker,Royce O'Neale,Kevin Durant,Jusuf Nurkic,147,97,+33.9,91,130.6,97,65.9%,68,12.2%,2,14.5%,19,13.6,95,96.7,95,46.4%,28,11.9%,95,19.0%,78,13.0
DET,Cade Cunningham,Malik Beasley,Ausar Thompson,Tim Hardaway Jr.,Jalen Duren,147,71,+12.4,65,121.1,72,59.9%,59,12.9%,55,27.0%,43,16.8,67,108.7,30,56.9%,90,18.0%,69,24.6%,17,22.0
ORL,Jalen Suggs,Kentavious Caldwell-Pope,Franz Wagner,Goga Bitadze,Wendell Carter,146,97,+33.5,87,129.5,96,65.6%,10,18.5%,85,34.0%,85,23.8,96,96.0,51,54.7%,99,22.0%,87,21.2%,72,13.6
WAS,Carlton Carrington,Malcolm Brogdon,Kyshawn George,Corey Kispert,Jonas Valanciunas,145,28,-5.2,38,114.5,37,55.1%,17,17.2%,61,28.4%,65,19.5,27,119.7,20,58.5%,23,11.6%,81,22.2%,81,12.5
POR,Scoot Henderson,Shaedon Sharpe,Toumani Camara,Deni Avdija,Donovan Clingan,143,13,-13.7,5,98.6,1,43.3%,20,16.8%,69,29.7%,57,18.7,55,112.3,70,52.2%,39,13.0%,42,28.8%,5,26.1
LAL,Austin Reaves,Cameron Reddish,Rui Hachimura,LeBron James,Anthony Davis,141,14,-12.8,26,110.6,57,57.8%,45,14.2%,24,22.2%,13,12.3,17,123.4,41,55.7%,42,13.5%,5,35.5%,79,12.9
POR,Scoot Henderson,Shaedon Sharpe,Toumani Camara,Deni Avdija,Deandre Ayton,141,66,+11.1,77,125.5,64,58.6%,22,16.3%,78,31.7%,78,21.9,46,114.4,4,63.6%,98,21.2%,42,28.8%,67,14.4
LAC,James Harden,Kris Dunn,Kawhi Leonard,Derrick Jones Jr.,Ivica Zubac,140,80,+17.1,75,125.0,92,63.6%,22,16.4%,59,27.6%,75,21.2,71,107.9,28,57.3%,84,17.1%,97,18.0%,65,14.5
DET,Dennis Schroder,Malik Beasley,Ausar Thompson,Tim Hardaway Jr.,Jalen Duren,140,81,+17.2,88,130.0,32,54.3%,100,7.1%,87,35.1%,84,23.6,53,112.8,75,51.6%,36,12.8%,34,29.5%,18,21.9
PHI,Tyrese Maxey,Eric Gordon,Paul George,Kelly Oubre,Guerschon Yabusele,139,41,0.0,46,116.5,62,58.3%,12,18.0%,20,21.0%,88,24.3,38,116.5,57,54.2%,45,13.7%,11,33.8%,61,15.2
CHA,K.J. Simpson,Nick Smith Jr.,Josh Green,Miles Bridges,Mark Williams,138,6,-21.5,2,93.5,0,41.9%,67,12.3%,20,21.2%,34,15.4,43,115.0,42,55.7%,5,8.6%,88,21.1%,89,10.6
NYK,Jalen Brunson,Miles McBride,Mikal Bridges,OG Anunoby,Precious Achiuwa,137,60,+7.6,46,116.8,9,50.0%,75,11.7%,41,24.7%,94,28.0,66,109.2,63,53.1%,94,19.1%,21,31.5%,83,12.3
NYK,Jalen Brunson,Miles McBride,Mikal Bridges,OG Anunoby,Jericho Sims,136,87,+22.1,69,122.8,51,57.3%,47,14.0%,61,28.4%,67,20.2,91,100.7,97,45.5%,81,16.9%,47,28.0%,20,21.3
POR,Scoot Henderson,Anfernee Simons,Toumani Camara,Deni Avdija,Deandre Ayton,136,72,+12.7,63,120.6,11,50.4%,30,15.4%,86,34.2%,96,29.9,71,107.9,19,58.6%,99,21.6%,47,28.0%,7,25.7
TOR,Ja'Kobe Walter,Ochai Agbaji,RJ Barrett,Scottie Barnes,Jakob Poeltl,136,85,+19.8,69,122.8,89,62.9%,22,16.2%,84,33.9%,17,13.3,86,103.0,94,46.7%,40,13.3%,80,22.4%,29,19.5
PHX,Devin Booker,Bradley Beal,Kevin Durant,Bol Bol,Nick Richards,134,12,-14.7,30,111.9,80,61.2%,13,17.9%,4,16.4%,10,11.6,9,126.7,18,58.8%,0,5.2%,100,12.3%,6,26.1
DEN,Russell Westbrook,Christian Braun,Julian Strawther,Michael Porter,Nikola Jokic,134,99,+43.3,100,145.5,77,60.8%,82,11.2%,96,39.7%,88,24.6,88,102.2,82,50.0%,81,16.9%,18,32.0%,91,10.3
CLE,Darius Garland,Caris LeVert,Sam Merrill,Georges Niang,Jarrett Allen,132,54,+5.3,86,128.8,93,64.0%,90,9.8%,11,18.9%,89,25.2,16,123.5,12,60.3%,64,15.2%,34,29.3%,19,21.6
MIN,Donte DiVincenzo,Nickeil Alexander-Walker,Josh Minott,Julius Randle,Naz Reid,132,90,+23.7,81,127.3,94,64.2%,16,17.4%,31,23.2%,46,17.2,84,103.6,91,47.6%,44,13.6%,65,25.3%,13,22.6
ATL,Kobe Bufkin,Bogdan Bogdanovic,DeAndre Hunter,Jalen Johnson,Onyeka Okongwu,132,31,-3.7,19,107.6,18,51.7%,16,17.4%,51,26.2%,77,21.7,58,111.3,51,54.7%,77,16.5%,38,29.0%,53,16.1
TOR,Ochai Agbaji,Gradey Dick,RJ Barrett,Scottie Barnes,Jakob Poeltl,132,8,-19.1,5,99.2,46,56.5%,1,21.2%,42,25.0%,3,8.3,30,118.3,47,55.1%,16,10.7%,92,20.0%,16,22.0
NYK,Jalen Brunson,Miles McBride,Josh Hart,Mikal Bridges,Karl-Anthony Towns,132,90,+23.9,97,136.4,70,59.7%,90,9.8%,31,23.2%,98,33.1,54,112.5,61,53.6%,81,16.9%,11,33.9%,1,29.5
ORL,Anthony Black,Kentavious Caldwell-Pope,Franz Wagner,Paolo Banchero,Wendell Carter,131,5,-24.6,0,86.3,2,43.6%,3,19.8%,29,23.1%,84,23.5,60,110.9,80,50.8%,68,15.5%,35,29.2%,29,19.5
SAS,De'Aaron Fox,Stephon Castle,Julian Champagnie,Keldon Johnson,Jeremy Sochan,131,26,-6.9,74,124.4,78,60.9%,85,10.7%,42,25.0%,7,10.5,6,131.3,10,61.1%,9,9.7%,22,31.1%,45,17.5
WAS,Jordan Poole,Kyshawn George,Bilal Coulibaly,Kyle Kuzma,Jonas Valanciunas,131,1,-31.8,1,88.5,0,39.0%,33,15.3%,50,25.9%,68,20.3,25,120.3,13,59.9%,51,14.1%,94,19.6%,33,18.9
SAS,Chris Paul,De'Aaron Fox,Devin Vassell,Harrison Barnes,Victor Wembanyama,130,35,-1.7,50,117.7,37,55.0%,89,10.0%,49,25.8%,56,18.5,28,119.4,9,61.7%,68,15.5%,18,32.2%,100,5.0
HOU,Fred VanVleet,Amen Thompson,Dillon Brooks,Jabari Smith Jr.,Alperen Sengun,130,95,+30.9,74,124.6,78,60.9%,79,11.5%,13,19.3%,89,25.5,97,93.8,98,43.6%,97,20.3%,43,28.6%,9,23.9
MIA,Tyler Herro,Jaime Jaquez Jr.,Duncan Robinson,Haywood Highsmith,Bam Adebayo,128,6,-22.6,9,101.6,13,50.9%,4,19.5%,66,29.2%,37,16.2,14,124.2,35,56.5%,2,7.3%,60,25.8%,84,12.2
POR,Anfernee Simons,Shaedon Sharpe,Toumani Camara,Jerami Grant,Donovan Clingan,128,3,-27.2,0,80.5,1,42.5%,36,14.8%,14,19.5%,0,5.3,73,107.6,31,56.8%,38,13.0%,95,19.0%,65,14.5
DET,Cade Cunningham,Jaden Ivey,Malik Beasley,Tobias Harris,Jalen Duren,128,85,+19.4,48,117.2,61,58.3%,12,18.0%,74,30.5%,79,22.0,94,97.8,92,47.3%,68,15.6%,85,21.4%,12,23.2
SAS,Tre Jones,Stephon Castle,Julian Champagnie,Keldon Johnson,Victor Wembanyama,127,77,+15.0,49,117.3,30,54.1%,74,11.8%,4,16.4%,91,26.1,87,102.3,99,42.7%,65,15.3%,12,33.8%,42,17.7
CHI,Josh Giddey,Coby White,Ayo Dosunmu,Matas Buzelis,Nikola Vucevic,127,0,-37.2,3,97.6,22,52.3%,8,18.9%,8,18.0%,6,10.1,3,134.9,6,62.9%,18,10.9%,0,39.7%,32,19.2
MIA,Terry Rozier,Tyler Herro,Haywood Highsmith,Nikola Jovic,Bam Adebayo,126,64,+9.6,35,113.5,12,50.4%,43,14.3%,75,31.0%,92,26.5,83,103.9,86,48.8%,58,14.7%,48,27.8%,93,9.6
OKC,Shai Gilgeous-Alexander,Cason Wallace,Isaiah Joe,Luguentz Dort,Jalen Williams,125,95,+29.0,56,118.4,33,54.4%,96,8.8%,15,19.7%,78,21.9,99,89.4,100,42.1%,97,20.3%,56,26.4%,7,25.7
CHI,Josh Giddey,Coby White,Ayo Dosunmu,Patrick Williams,Nikola Vucevic,125,4,-25.1,35,113.6,62,58.3%,87,10.4%,13,19.3%,29,14.8,0,138.7,1,68.1%,30,12.1%,16,32.6%,48,16.8
ORL,Cole Anthony,Kentavious Caldwell-Pope,Caleb Houstan,Tristan daSilva,Goga Bitadze,125,40,-0.0,7,100.8,3,45.7%,87,10.4%,60,28.0%,2,7.0,90,100.8,90,47.9%,85,17.2%,7,34.7%,97,7.6
ORL,Cole Anthony,Kentavious Caldwell-Pope,Franz Wagner,Paolo Banchero,Goga Bitadze,124,61,+8.8,16,105.6,16,51.3%,59,12.9%,57,27.4%,23,14.3,95,96.8,89,48.1%,95,19.2%,42,28.8%,20,21.4
PHX,Tyus Jones,Devin Booker,Kevin Durant,Bol Bol,Nick Richards,124,66,+11.3,97,137.1,97,66.5%,86,10.5%,60,27.8%,9,11.0,10,125.8,45,55.3%,1,6.5%,26,30.6%,98,7.5
POR,Scoot Henderson,Shaedon Sharpe,Toumani Camara,Jerami Grant,Donovan Clingan,124,14,-12.9,14,104.8,26,53.3%,5,19.4%,57,27.4%,45,17.1,33,117.7,45,55.3%,55,14.5%,13,33.3%,37,18.6
CHA,LaMelo Ball,Josh Green,Brandon Miller,Miles Bridges,Grant Williams,124,28,-5.4,91,130.6,99,68.6%,39,14.5%,8,18.0%,45,17.1,3,136.1,0,71.2%,59,14.8%,78,22.7%,61,15.1
LAC,James Harden,Kris Dunn,Bogdan Bogdanovic,Nicolas Batum,Ivica Zubac,123,89,+22.7,82,127.6,81,61.2%,49,13.8%,50,25.9%,87,24.3,81,104.9,65,52.8%,76,16.4%,73,23.7%,61,15.1
BKN,Ben Simmons,Keon Johnson,Cameron Johnson,Noah Clowney,Nicolas Claxton,123,10,-17.3,18,107.3,22,52.3%,18,17.1%,70,29.7%,55,18.3,13,124.6,6,62.7%,93,18.9%,6,35.3%,40,17.9
BOS,Jrue Holiday,Derrick White,Jayson Tatum,Al Horford,Kristaps Porzingis,123,59,+7.3,20,108.1,24,52.7%,92,9.8%,6,17.2%,26,14.4,90,100.8,87,48.7%,22,11.4%,89,20.6%,77,13.2
IND,Tyrese Haliburton,Andrew Nembhard,Aaron Nesmith,Pascal Siakam,Thomas Bryant,123,57,+6.6,26,110.6,15,51.2%,80,11.4%,22,21.7%,8,10.8,82,104.0,86,48.8%,77,16.7%,0,40.0%,92,9.8
SAC,Zach LaVine,Malik Monk,DeMar DeRozan,Keegan Murray,Jonas Valanciunas,122,37,-0.8,33,113.1,72,60.0%,28,15.6%,19,20.8%,52,18.0,48,113.9,46,55.2%,7,9.0%,65,25.4%,90,10.4
PHX,Tyus Jones,Devin Booker,Grayson Allen,Royce O'Neale,Mason Plumlee,122,30,-4.3,68,122.1,35,54.8%,91,9.8%,10,18.8%,97,32.4,9,126.4,13,60.1%,51,14.0%,33,29.6%,25,20.2
MEM,Scotty Pippen,Desmond Bane,Jaylen Wells,Jaren Jackson,Zach Edey,122,88,+22.1,70,123.0,58,57.9%,8,18.9%,94,37.5%,87,24.3,90,100.8,85,49.0%,84,17.1%,86,21.3%,16,22.3
ATL,Trae Young,Dyson Daniels,Zaccharie Risacher,Georges Niang,Onyeka Okongwu,122,68,+11.7,70,123.0,66,59.2%,36,14.8%,80,32.8%,1,6.7,57,111.3,16,59.1%,82,16.9%,80,22.4%,21,21.2
ATL,Trae Young,Caris LeVert,Terance Mann,Georges Niang,Clint Capela,121,16,-11.4,43,115.7,18,51.8%,55,13.2%,57,27.4%,69,20.4,9,127.1,11,60.4%,75,16.1%,4,36.2%,66,14.4
MIA,Terry Rozier,Tyler Herro,Haywood Highsmith,Kevin Love,Bam Adebayo,121,29,-5.0,3,97.5,5,46.8%,34,14.9%,51,26.2%,19,13.6,86,102.5,88,48.1%,62,15.0%,75,23.4%,35,18.7
LAC,James Harden,Kris Dunn,Norman Powell,Amir Coffey,Ivica Zubac,121,100,+47.7,99,143.0,98,68.3%,27,15.7%,53,26.5%,82,22.9,96,95.3,93,47.2%,99,21.3%,28,30.3%,27,19.8
WAS,Jordan Poole,Kyshawn George,Bilal Coulibaly,Corey Kispert,Alexandre Sarr,120,70,+12.2,64,120.8,82,61.2%,11,18.3%,39,24.5%,90,25.5,67,108.6,91,47.6%,29,12.1%,13,33.3%,11,23.6
CHA,Vasilije Micic,Seth Curry,Josh Green,Miles Bridges,Mark Williams,119,42,+0.8,22,109.2,19,51.8%,52,13.4%,18,20.6%,27,14.5,69,108.4,79,50.9%,42,13.4%,45,28.1%,66,14.4
CHI,Coby White,Tre Jones,Kevin Huerter,Matas Buzelis,Nikola Vucevic,118,17,-11.0,11,103.4,59,58.0%,63,12.7%,0,5.9%,1,6.0,46,114.4,50,54.8%,3,7.6%,56,26.2%,96,8.7
WAS,Jordan Poole,Kyshawn George,Khris Middleton,Justin Champagnie,Alexandre Sarr,118,2,-28.8,7,100.8,8,49.1%,42,14.4%,38,24.2%,16,13.1,7,129.7,20,58.4%,20,11.0%,1,38.3%,85,11.8
