Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
CHI,Coby White,Zach LaVine,Torrey Craig,DeMar DeRozan,Nikola Vucevic,201,1,-34.5,3,96.5,2,45.4%,95,8.5%,34,22.7%,3,8.7,4,131.0,12,60.5%,44,12.8%,11,32.6%,17,22.7
GSW,Stephen Curry,Chris Paul,Klay Thompson,Andrew Wiggins,Kevon Looney,199,84,+17.9,81,126.6,83,61.5%,72,11.6%,62,28.3%,29,14.8,73,108.7,78,51.5%,67,14.4%,31,28.1%,17,22.5
PHI,Tyrese Maxey,Kyle Lowry,Kelly Oubre,Tobias Harris,Mohamed Bamba,196,48,+1.1,19,109.2,22,52.3%,63,12.2%,14,18.8%,57,19.1,75,108.1,53,54.5%,76,15.2%,72,22.7%,41,18.5
CLE,Donovan Mitchell,Max Strus,Caris LeVert,Isaac Okoro,Jarrett Allen,195,38,-2.1,42,114.9,37,54.3%,89,9.7%,47,24.7%,66,20.7,38,116.9,65,53.1%,81,15.9%,30,28.3%,27,20.5
WAS,Tyus Jones,Jordan Poole,Bilal Coulibaly,Deni Avdija,Kyle Kuzma,195,3,-26.2,4,98.5,9,49.1%,28,14.9%,2,14.1%,49,18.2,14,124.6,12,60.4%,75,15.1%,6,35.1%,5,27.2
POR,Scoot Henderson,Rayan Rupert,Kris Murray,Jabari Walker,Deandre Ayton,195,15,-11.5,8,102.1,6,47.6%,23,15.4%,70,30.0%,7,10.6,54,113.6,20,58.7%,70,14.6%,79,21.2%,75,14.0
ORL,Jalen Suggs,Caleb Houstan,Chuma Okeke,Paolo Banchero,Goga Bitadze,194,34,-3.1,28,111.9,13,50.3%,88,9.8%,80,31.6%,8,10.8,48,114.9,19,58.8%,77,15.5%,93,18.2%,42,18.3
NYK,Jalen Brunson,Immanuel Quickley,Josh Hart,Julius Randle,Isaiah Hartenstein,193,95,+30.6,96,136.8,81,60.7%,55,13.0%,87,33.3%,99,35.7,80,106.2,77,51.7%,31,11.9%,78,21.2%,54,16.9
MIN,Anthony Edwards,Nickeil Alexander-Walker,Kyle Anderson,Naz Reid,Rudy Gobert,193,96,+31.6,87,129.0,77,60.1%,33,14.5%,87,32.9%,97,31.7,96,97.4,98,44.3%,94,18.1%,70,22.9%,12,24.7
BOS,Payton Pritchard,Jrue Holiday,Jayson Tatum,Sam Hauser,Al Horford,193,68,+9.4,88,129.5,86,62.5%,33,14.5%,56,27.3%,41,17.0,28,120.1,83,50.0%,8,9.0%,27,29.0%,73,14.1
NOP,CJ McCollum,Trey Murphy III,Herbert Jones,Zion Williamson,Larry Nance Jr.,193,81,+15.3,80,126.4,61,57.6%,88,9.8%,46,24.5%,93,27.9,63,111.1,31,57.1%,93,17.7%,78,21.2%,5,28.6
SAS,Jeremy Sochan,Devin Vassell,Keldon Johnson,Victor Wembanyama,Zach Collins,192,5,-20.7,2,93.8,7,47.8%,7,18.2%,66,29.2%,33,15.4,50,114.4,56,54.2%,38,12.3%,58,24.4%,22,21.2
SAS,Tre Jones,Jeremy Sochan,Devin Vassell,Keldon Johnson,Zach Collins,189,34,-3.2,54,119.0,62,57.8%,29,14.8%,29,22.2%,22,13.8,20,122.2,55,54.3%,10,9.6%,30,28.3%,18,22.2
DAL,Luka Doncic,Kyrie Irving,Josh Green,PJ Washington,Dereck Lively II,187,79,+15.1,92,133.2,89,63.1%,83,10.7%,67,29.2%,14,12.2,35,118.1,18,59.0%,21,11.2%,71,22.7%,67,15.0
DET,Jaden Ivey,Cade Cunningham,Simone Fontecchio,Isaiah Stewart,Jalen Duren,186,67,+9.1,37,113.4,31,53.6%,16,16.1%,64,28.7%,69,21.2,84,104.3,76,51.9%,38,12.4%,97,15.9%,54,16.8
WAS,Tyus Jones,Bilal Coulibaly,Corey Kispert,Deni Avdija,Kyle Kuzma,185,30,-4.2,43,115.1,78,60.3%,39,14.1%,2,13.8%,44,17.4,30,119.4,24,58.1%,22,11.3%,21,30.5%,44,18.1
DET,Jaden Ivey,Cade Cunningham,Kevin Knox,Bojan Bogdanovic,Jalen Duren,183,55,+3.4,60,120.2,47,55.4%,37,14.2%,87,33.3%,62,20.2,39,116.8,54,54.4%,2,7.1%,80,20.9%,42,18.3
NOP,Dyson Daniels,Brandon Ingram,Herbert Jones,Zion Williamson,Jonas Valanciunas,182,89,+21.0,96,136.8,95,65.9%,87,9.9%,76,30.6%,43,17.4,42,115.8,17,59.1%,88,16.9%,56,24.7%,61,15.7
DEN,Reggie Jackson,Christian Braun,Kentavious Caldwell-Pope,Peyton Watson,Nikola Jokic,182,27,-5.6,16,107.7,59,57.4%,2,19.8%,11,18.2%,50,18.2,57,113.3,90,48.8%,43,12.7%,19,30.7%,10,25.0
ATL,Trae Young,Bogdan Bogdanovic,Garrison Mathews,Jalen Johnson,Onyeka Okongwu,181,43,+0.1,26,111.0,26,52.9%,35,14.4%,35,22.7%,78,23.1,65,110.9,20,58.7%,73,14.9%,97,16.3%,85,12.1
BOS,Jrue Holiday,Derrick White,Jayson Tatum,Al Horford,Kristaps Porzingis,181,78,+14.3,70,122.7,62,57.8%,78,11.0%,15,19.5%,74,22.4,73,108.3,86,49.7%,27,11.7%,17,31.0%,66,15.2
SAS,Jeremy Sochan,Malaki Branham,Keldon Johnson,Victor Wembanyama,Zach Collins,180,10,-15.1,24,110.6,50,56.2%,22,15.6%,51,25.6%,40,16.9,12,125.7,9,61.5%,13,10.1%,85,20.0%,50,17.4
OKC,Cason Wallace,Jalen Williams,Aaron Wiggins,Josh Giddey,Chet Holmgren,179,53,+2.9,66,121.2,94,64.9%,62,12.3%,6,16.7%,22,13.9,34,118.3,36,56.5%,74,15.0%,3,37.5%,77,13.7
PHX,Devin Booker,Bradley Beal,Grayson Allen,Kevin Durant,Drew Eubanks,177,11,-14.5,10,102.8,11,49.7%,31,14.7%,19,20.4%,20,13.7,37,117.3,47,55.2%,46,12.8%,20,30.6%,30,19.8
POR,Anfernee Simons,Malcolm Brogdon,Jerami Grant,Jabari Walker,Deandre Ayton,176,33,-3.3,22,110.2,28,53.2%,37,14.2%,56,27.1%,38,16.5,56,113.5,72,52.3%,1,6.7%,44,26.4%,78,13.4
BOS,Payton Pritchard,Jrue Holiday,Jayson Tatum,Sam Hauser,Luke Kornet,175,98,+33.7,92,133.1,39,54.5%,96,8.0%,83,32.0%,34,15.5,94,99.4,99,43.3%,53,13.3%,14,31.5%,75,14.0
CHI,Coby White,Ayo Dosunmu,Torrey Craig,DeMar DeRozan,Nikola Vucevic,175,12,-12.8,41,114.9,21,52.1%,92,9.1%,47,25.0%,32,15.3,8,127.7,8,62.0%,11,9.6%,83,20.3%,31,19.6
UTA,Talen Horton-Tucker,Jordan Clarkson,Lauri Markkanen,John Collins,Walker Kessler,174,4,-21.4,8,101.1,19,51.9%,17,16.1%,79,31.5%,2,8.3,20,122.5,5,63.2%,20,11.0%,80,21.1%,76,13.8
SAC,Keon Ellis,Kevin Huerter,Keegan Murray,Harrison Barnes,Domantas Sabonis,173,70,+10.6,77,124.9,90,63.3%,14,16.8%,61,28.0%,30,14.9,51,114.3,52,54.7%,86,16.6%,24,29.5%,11,24.8
ORL,Cole Anthony,Anthony Black,Joe Ingles,Jonathan Isaac,Moritz Wagner,171,89,+22.3,90,132.2,88,63.0%,56,12.9%,84,32.4%,70,21.4,68,109.8,49,55.1%,68,14.5%,62,23.8%,27,20.5
ATL,Dejounte Murray,Bogdan Bogdanovic,Saddiq Bey,DeAndre Hunter,Onyeka Okongwu,170,73,+12.4,98,140.6,92,64.5%,56,12.9%,90,34.7%,84,25.2,7,128.1,4,63.5%,22,11.4%,74,21.9%,92,10.3
LAL,D'Angelo Russell,Max Christie,Taurean Prince,LeBron James,Anthony Davis,170,77,+13.6,50,117.6,64,57.9%,83,10.6%,13,18.5%,39,16.6,84,104.1,83,50.0%,35,12.2%,58,24.5%,94,9.8
CHA,Terry Rozier,Brandon Miller,Gordon Hayward,Miles Bridges,Nick Richards,169,57,+3.8,67,121.9,80,60.7%,18,16.0%,52,26.0%,66,20.7,34,118.1,28,57.4%,70,14.6%,9,33.3%,68,14.7
LAL,Spencer Dinwiddie,Austin Reaves,Rui Hachimura,LeBron James,Anthony Davis,168,81,+15.2,99,142.9,98,69.2%,51,13.1%,20,20.6%,89,26.0,8,127.7,22,58.4%,9,9.0%,58,24.4%,76,13.9
CHA,LaMelo Ball,Brandon Miller,Gordon Hayward,PJ Washington,Mark Williams,165,29,-4.2,27,111.5,27,53.0%,81,10.9%,53,26.5%,54,18.8,43,115.8,58,54.0%,25,11.5%,23,30.1%,97,8.5
LAC,James Harden,Terance Mann,Amir Coffey,Paul George,Ivica Zubac,163,16,-10.7,44,115.3,28,53.2%,47,13.5%,59,27.6%,24,14.1,12,126.0,10,61.0%,14,10.1%,50,25.6%,86,11.9
OKC,Shai Gilgeous-Alexander,Cason Wallace,Jalen Williams,Josh Giddey,Chet Holmgren,163,84,+17.8,50,117.8,60,57.5%,70,11.7%,14,18.8%,73,22.1,92,100.0,83,50.4%,50,13.1%,99,15.4%,39,18.7
MIA,Kyle Lowry,Duncan Robinson,Haywood Highsmith,Jimmy Butler,Bam Adebayo,162,70,+10.9,72,123.5,65,58.0%,45,13.6%,47,25.0%,95,29.0,59,112.6,22,58.4%,84,16.4%,83,20.3%,26,20.6
BOS,Derrick White,Jaylen Brown,Sam Hauser,Al Horford,Kristaps Porzingis,162,90,+24.6,70,122.8,86,62.4%,12,17.3%,17,19.7%,63,20.4,95,98.3,99,42.8%,12,9.9%,28,28.6%,62,15.6
PHX,Devin Booker,Eric Gordon,Grayson Allen,Kevin Durant,Drew Eubanks,162,18,-9.1,57,119.8,49,56.0%,54,13.0%,25,21.6%,86,25.5,6,128.8,38,56.3%,17,10.4%,15,31.3%,23,20.9
HOU,Aaron Holiday,Amen Thompson,Cam Whitmore,Jeff Green,Jabari Smith Jr.,162,14,-12.3,13,106.2,1,44.7%,69,11.7%,59,27.6%,85,25.3,33,118.5,45,55.4%,29,11.7%,34,27.8%,37,18.9
HOU,Jalen Green,Amen Thompson,Dillon Brooks,Jabari Smith Jr.,Alperen Sengun,161,13,-12.7,49,117.4,15,50.6%,52,13.0%,93,36.0%,73,22.1,5,130.1,10,61.1%,34,12.2%,36,27.6%,58,16.2
SAS,Blake Wesley,Malaki Branham,Keldon Johnson,Cedi Osman,Victor Wembanyama,161,34,-3.1,6,98.8,12,50.0%,52,13.0%,26,22.0%,26,14.4,90,101.9,86,49.6%,50,13.1%,66,23.5%,26,20.6
DEN,Jamal Murray,Reggie Jackson,Christian Braun,Peyton Watson,DeAndre Jordan,161,21,-8.1,42,114.9,69,58.8%,11,17.4%,74,30.4%,46,17.5,19,123.0,42,55.8%,3,8.1%,54,25.0%,12,24.7
TOR,Immanuel Quickley,Gary Trent Jr.,Ochai Agbaji,RJ Barrett,Kelly Olynyk,160,47,+1.0,43,115.0,54,56.9%,76,11.2%,17,20.0%,98,35.5,52,114.0,59,53.9%,70,14.6%,51,25.6%,36,19.1
NOP,Jose Alvarado,Naji Marshall,Trey Murphy III,Zion Williamson,Larry Nance Jr.,159,94,+29.6,77,125.2,80,60.6%,67,11.9%,44,24.3%,31,15.1,97,95.6,64,53.2%,100,24.7%,80,21.1%,70,14.4
TOR,Dennis Schroder,Gary Trent Jr.,Scottie Barnes,Pascal Siakam,Jakob Poeltl,159,49,+1.3,48,116.4,53,56.7%,96,8.2%,21,21.1%,7,10.7,47,115.1,55,54.4%,69,14.5%,42,26.6%,68,14.9
ORL,Cole Anthony,Markelle Fultz,Joe Ingles,Jonathan Isaac,Moritz Wagner,159,60,+5.6,16,107.5,40,54.7%,4,18.9%,68,29.6%,31,15.1,89,101.9,67,53.0%,71,14.7%,83,20.3%,77,13.5
LAC,Russell Westbrook,James Harden,Norman Powell,Amir Coffey,Daniel Theis,159,13,-12.5,52,118.2,82,61.2%,67,11.9%,12,18.5%,79,23.3,4,130.8,6,63.0%,8,9.0%,41,26.9%,7,25.9
ORL,Cole Anthony,Gary Harris,Franz Wagner,Jonathan Isaac,Moritz Wagner,157,84,+17.8,30,112.1,16,50.7%,57,12.7%,86,32.9%,89,26.1,98,94.3,90,48.9%,97,19.6%,40,27.0%,93,10.1
WAS,Tyus Jones,Bilal Coulibaly,Corey Kispert,Kyle Kuzma,Daniel Gafford,157,12,-14.3,26,110.8,29,53.3%,18,15.9%,20,20.5%,2,7.9,13,125.2,58,53.9%,76,15.3%,1,40.0%,8,25.5
BKN,Dennis Schroder,Mikal Bridges,Cameron Johnson,Dorian Finney-Smith,Nicolas Claxton,157,24,-6.1,36,113.4,60,57.4%,73,11.5%,29,22.2%,13,12.1,29,119.5,38,56.4%,78,15.6%,4,35.9%,88,11.5
PHX,Eric Gordon,Grayson Allen,Josh Okogie,Kevin Durant,Jusuf Nurkic,157,78,+14.3,72,123.6,78,60.2%,8,17.8%,87,33.3%,90,26.3,71,109.3,39,56.3%,94,17.9%,75,21.9%,44,18.1
DEN,Reggie Jackson,Christian Braun,Julian Strawther,Peyton Watson,Zeke Nnaji,157,2,-26.7,6,100.0,7,47.9%,57,12.7%,23,21.2%,15,12.4,10,126.7,70,52.6%,6,8.7%,16,31.0%,37,19.0
WAS,Tyus Jones,Jordan Poole,Deni Avdija,Kyle Kuzma,Marvin Bagley,157,9,-17.4,4,98.1,6,46.9%,73,11.5%,36,23.0%,17,13.1,44,115.5,27,57.5%,64,14.2%,63,23.7%,32,19.5
HOU,Fred VanVleet,Jalen Green,Dillon Brooks,Jeff Green,Alperen Sengun,157,64,+6.8,76,124.8,36,54.1%,97,7.6%,6,16.7%,99,38.8,35,118.0,56,54.2%,40,12.4%,54,25.0%,9,25.4
NYK,Jalen Brunson,Donte DiVincenzo,Josh Hart,Julius Randle,Isaiah Hartenstein,156,75,+12.9,94,134.0,96,66.4%,23,15.4%,90,34.9%,98,34.4,26,121.1,23,58.3%,59,13.8%,60,24.3%,60,15.8
GSW,Stephen Curry,Klay Thompson,Andrew Wiggins,Draymond Green,Trayce Jackson-Davis,153,94,+29.2,53,119.0,75,59.8%,15,16.3%,47,25.0%,48,18.0,100,89.7,94,47.1%,71,14.7%,96,16.9%,94,9.6
NYK,Jalen Brunson,Miles McBride,Donte DiVincenzo,Josh Hart,Precious Achiuwa,152,22,-7.3,46,115.8,4,46.5%,77,11.2%,90,34.7%,46,17.6,18,123.1,17,59.0%,88,17.0%,2,39.1%,45,18.0
MIA,Kyle Lowry,Duncan Robinson,Caleb Martin,Jimmy Butler,Orlando Robinson,152,56,+3.5,32,112.5,32,53.6%,6,18.4%,92,35.4%,46,17.5,71,109.0,22,58.3%,96,18.7%,32,27.9%,49,17.5
LAC,Russell Westbrook,James Harden,Paul George,Kawhi Leonard,Ivica Zubac,151,1,-31.6,0,84.1,1,40.6%,5,18.5%,56,26.9%,77,23.0,43,115.8,62,53.5%,57,13.7%,38,27.4%,15,23.1
UTA,Keyonte George,Jordan Clarkson,Ochai Agbaji,John Collins,Kelly Olynyk,151,14,-12.1,5,98.7,8,48.4%,14,16.6%,82,31.9%,63,20.5,66,110.7,78,51.5%,33,12.1%,59,24.4%,23,20.9
PHI,Tyrese Maxey,De'Anthony Melton,Kelly Oubre,Tobias Harris,Paul Reed,150,80,+15.1,85,127.3,55,57.0%,98,7.3%,38,23.4%,19,13.3,60,112.3,11,60.9%,99,20.6%,11,32.8%,9,25.2
SAC,Davion Mitchell,Malik Monk,Keegan Murray,Harrison Barnes,Domantas Sabonis,149,53,+2.9,66,121.5,93,64.7%,16,16.1%,47,25.0%,25,14.3,32,118.6,12,60.3%,29,11.7%,90,18.8%,6,26.5
ATL,Dejounte Murray,Bogdan Bogdanovic,Saddiq Bey,DeAndre Hunter,Clint Capela,149,82,+16.6,89,130.9,42,54.8%,8,18.1%,99,42.9%,28,14.6,51,114.3,39,56.3%,21,11.0%,75,21.9%,6,26.0
MEM,Marcus Smart,Desmond Bane,Ziaire Williams,Jaren Jackson,Xavier Tillman,149,27,-5.4,3,95.3,5,46.7%,30,14.8%,28,22.1%,11,11.9,92,100.7,83,50.0%,88,17.0%,51,25.3%,89,11.3
DEN,Christian Braun,Kentavious Caldwell-Pope,Michael Porter,Aaron Gordon,Nikola Jokic,148,36,-2.6,6,100.0,2,44.7%,64,12.2%,78,31.1%,34,15.5,87,102.6,91,48.6%,31,11.9%,91,18.5%,60,15.9
UTA,Keyonte George,Jordan Clarkson,Simone Fontecchio,Lauri Markkanen,Walker Kessler,147,65,+7.4,34,112.9,16,50.7%,2,21.1%,98,41.5%,22,13.9,81,105.5,83,50.0%,38,12.3%,84,20.2%,72,14.1
IND,TJ McConnell,Bennedict Mathurin,Buddy Hield,Obi Toppin,Isaiah Jackson,146,78,+14.4,92,133.6,98,67.3%,12,17.1%,72,30.2%,56,18.9,31,119.2,61,53.6%,80,15.8%,7,34.2%,32,19.6
CHI,Coby White,Ayo Dosunmu,DeMar DeRozan,Nikola Vucevic,Andre Drummond,145,28,-4.9,23,110.3,10,49.3%,33,14.5%,96,37.5%,44,17.4,46,115.3,32,57.0%,11,9.7%,87,19.7%,56,16.4
SAS,Jeremy Sochan,Malaki Branham,Devin Vassell,Keldon Johnson,Zach Collins,145,0,-40.4,1,92.4,1,43.4%,2,20.0%,74,30.4%,54,18.8,3,132.8,2,64.8%,16,10.2%,94,17.5%,59,16.0
ORL,Cole Anthony,Joe Ingles,Franz Wagner,Jonathan Isaac,Moritz Wagner,144,79,+14.4,78,125.7,84,61.9%,32,14.6%,59,27.6%,86,25.4,62,111.3,45,55.4%,92,17.6%,32,27.9%,20,21.7
CHA,Tre Mann,Brandon Miller,Davis Bertans,Grant Williams,Nick Richards,144,3,-23.0,2,95.1,23,52.6%,3,19.4%,44,24.2%,13,12.0,34,118.1,7,62.7%,98,20.3%,16,31.1%,90,10.7
POR,Skylar Mays,Shaedon Sharpe,Toumani Camara,Jerami Grant,Deandre Ayton,143,60,+5.8,41,114.7,34,54.0%,31,14.7%,72,30.1%,8,10.9,72,108.8,83,50.0%,65,14.3%,46,26.1%,2,32.2
CHA,Vasilije Micic,Brandon Miller,Miles Bridges,Grant Williams,Aleksej Pokusevski,142,61,+6.1,39,114.1,53,56.8%,76,11.3%,11,18.2%,40,16.8,76,108.0,80,51.1%,62,14.0%,48,26.0%,21,21.4
PHI,Tyrese Maxey,De'Anthony Melton,Tobias Harris,Robert Covington,Joel Embiid,141,13,-12.4,40,114.2,31,53.6%,47,13.5%,50,25.4%,82,24.0,10,126.6,31,57.1%,0,5.8%,31,28.2%,39,18.8
SAS,Tre Jones,Jeremy Sochan,Devin Vassell,Julian Champagnie,Zach Collins,141,46,+0.6,5,98.6,29,53.3%,10,17.7%,3,15.4%,1,7.4,95,97.9,87,49.6%,75,15.1%,34,27.8%,98,7.5
POR,Scoot Henderson,Anfernee Simons,Toumani Camara,Jerami Grant,Duop Reath,140,0,-49.8,1,86.4,0,40.3%,26,15.0%,9,17.9%,68,21.0,2,136.2,2,64.6%,59,13.8%,13,31.7%,63,15.4
HOU,Fred VanVleet,Jalen Green,Amen Thompson,Dillon Brooks,Jock Landale,140,33,-3.3,25,110.7,23,52.5%,8,17.9%,82,31.8%,83,24.2,53,114.0,87,49.6%,87,16.9%,14,31.6%,24,20.8
ATL,Trae Young,Dejounte Murray,Bogdan Bogdanovic,Saddiq Bey,Clint Capela,138,56,+3.7,65,121.0,33,53.9%,43,13.8%,97,39.1%,76,22.5,37,117.3,61,53.5%,80,15.8%,2,37.9%,2,31.0
PHX,Bradley Beal,Grayson Allen,Royce O'Neale,Kevin Durant,Jusuf Nurkic,138,69,+10.2,74,124.6,73,59.5%,11,17.4%,94,36.2%,13,12.2,51,114.4,42,55.9%,25,11.5%,95,16.9%,78,13.4
TOR,Immanuel Quickley,Gary Trent Jr.,Ochai Agbaji,Gradey Dick,Kelly Olynyk,136,4,-22.6,6,99.3,10,49.2%,23,15.4%,29,22.2%,37,16.1,23,121.9,16,59.4%,60,13.9%,22,30.2%,87,11.7
DET,Killian Hayes,Cade Cunningham,Ausar Thompson,Isaiah Stewart,Marvin Bagley,135,48,+1.1,49,117.0,34,54.0%,22,15.6%,73,30.3%,51,18.4,41,115.9,23,58.2%,15,10.1%,49,25.8%,96,8.6
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,PJ Washington,Mark Williams,134,7,-19.4,21,109.7,30,53.4%,48,13.4%,50,25.4%,60,19.8,6,129.1,1,65.9%,63,14.2%,26,29.1%,95,8.9
NOP,CJ McCollum,Trey Murphy III,Brandon Ingram,Herbert Jones,Larry Nance Jr.,134,96,+32.1,87,128.4,100,71.0%,27,14.9%,0,8.7%,53,18.7,97,96.3,97,45.1%,63,14.2%,36,27.6%,70,14.6
ORL,Jalen Suggs,Anthony Black,Franz Wagner,Paolo Banchero,Wendell Carter,134,51,+2.3,12,105.2,32,53.7%,21,15.7%,33,22.6%,79,23.1,87,102.9,44,55.6%,87,16.9%,98,15.8%,26,20.6
CHI,Coby White,Alex Caruso,DeMar DeRozan,Javonte Green,Nikola Vucevic,132,55,+3.4,81,126.5,84,62.0%,65,12.1%,53,26.3%,5,9.6,18,123.1,0,68.4%,97,20.1%,46,26.2%,29,19.8
DEN,Jamal Murray,Justin Holiday,Michael Porter,Aaron Gordon,Nikola Jokic,132,83,+17.4,70,122.7,41,54.7%,92,9.1%,60,27.7%,42,17.2,82,105.3,83,50.4%,56,13.6%,28,28.6%,95,9.5
TOR,Ochai Agbaji,Bruce Brown,Gradey Dick,Scottie Barnes,Kelly Olynyk,131,7,-19.3,37,113.7,18,51.7%,44,13.7%,86,32.8%,76,22.7,2,133.1,43,55.6%,6,8.7%,6,34.4%,10,25.0
DAL,Luka Doncic,Tim Hardaway Jr.,Josh Green,Grant Williams,Dereck Lively II,130,37,-2.5,82,126.9,91,64.0%,86,10.0%,37,23.1%,91,27.1,6,129.5,15,59.6%,5,8.5%,38,27.3%,59,16.0
MIN,Anthony Edwards,Nickeil Alexander-Walker,Jaden McDaniels,Naz Reid,Rudy Gobert,130,57,+3.8,7,100.8,35,54.0%,10,17.7%,42,23.9%,3,8.9,97,96.9,99,43.3%,60,13.8%,56,24.7%,72,14.2
SAC,Davion Mitchell,Malik Monk,Keegan Murray,Trey Lyles,Domantas Sabonis,130,97,+32.1,88,129.2,98,68.0%,10,17.7%,24,21.6%,14,12.3,96,97.1,89,49.1%,19,10.8%,87,19.7%,28,20.2
MEM,Luke Kennard,Vince Williams Jr.,John Konchar,Jaren Jackson,Santi Aldama,129,74,+12.5,59,120.2,97,67.1%,9,17.8%,18,20.4%,4,9.3,77,107.6,79,51.2%,36,12.2%,20,30.6%,66,15.0
GSW,Chris Paul,Gary Payton II,Moses Moody,Jonathan Kuminga,Dario Saric,129,8,-19.2,9,102.3,3,45.7%,62,12.4%,58,27.4%,75,22.4,25,121.5,66,53.1%,90,17.4%,8,33.9%,12,23.9
ATL,Trae Young,Bogdan Bogdanovic,Wesley Matthews,Saddiq Bey,Onyeka Okongwu,128,45,+0.4,73,124.2,30,53.4%,91,9.4%,64,28.8%,94,28.8,17,123.8,82,50.8%,61,13.9%,5,35.7%,7,25.8
CHA,Terry Rozier,Bryce McGowens,Brandon Miller,Miles Bridges,Nick Richards,128,14,-12.3,34,113.3,77,60.1%,60,12.5%,9,17.9%,16,12.8,13,125.6,25,58.1%,17,10.4%,8,33.9%,53,16.9
GSW,Stephen Curry,Chris Paul,Klay Thompson,Jonathan Kuminga,Kevon Looney,128,99,+38.3,98,139.8,90,63.7%,21,15.6%,72,30.2%,97,31.0,91,101.5,81,50.8%,24,11.5%,78,21.2%,90,11.0
OKC,Vasilije Micic,Cason Wallace,Jalen Williams,Aaron Wiggins,Chet Holmgren,127,77,+13.3,46,115.7,76,59.8%,68,11.8%,37,23.1%,10,11.6,88,102.4,94,47.0%,91,17.6%,2,38.6%,63,15.4
HOU,Fred VanVleet,Jalen Green,Dillon Brooks,Jeff Green,Jabari Smith Jr.,127,6,-20.1,11,103.9,4,46.1%,79,11.0%,36,22.9%,76,22.6,16,124.0,3,63.9%,91,17.6%,99,14.3%,8,25.7
DEN,Jamal Murray,Kentavious Caldwell-Pope,Peyton Watson,Michael Porter,Nikola Jokic,127,75,+12.9,82,126.8,97,66.8%,27,15.0%,5,16.3%,53,18.7,53,113.8,50,54.9%,49,13.1%,12,32.3%,80,13.1
PHX,Devin Booker,Grayson Allen,Royce O'Neale,Kevin Durant,Jusuf Nurkic,126,50,+1.8,32,112.7,33,53.9%,58,12.7%,43,23.9%,59,19.3,66,110.9,62,53.5%,51,13.2%,43,26.6%,50,17.4
UTA,Keyonte George,Collin Sexton,Jordan Clarkson,Lauri Markkanen,John Collins,126,73,+12.2,90,131.7,51,56.2%,36,14.3%,97,39.3%,99,35.7,29,119.5,21,58.7%,7,8.9%,98,15.8%,49,17.4
CHI,Coby White,Alex Caruso,DeMar DeRozan,Patrick Williams,Andre Drummond,125,30,-4.2,13,105.6,17,51.4%,3,19.2%,95,36.7%,65,20.6,69,109.8,47,55.2%,35,12.2%,76,21.5%,99,7.0
POR,Scoot Henderson,Shaedon Sharpe,Matisse Thybulle,Jerami Grant,Deandre Ayton,125,3,-24.4,1,90.4,3,45.5%,35,14.4%,8,17.2%,10,11.7,49,114.8,62,53.4%,52,13.3%,15,31.2%,29,19.8
OKC,Shai Gilgeous-Alexander,Cason Wallace,Luguentz Dort,Josh Giddey,Chet Holmgren,125,44,+0.4,76,124.8,90,63.4%,85,10.4%,33,22.6%,1,7.8,14,124.4,13,60.2%,54,13.4%,11,32.7%,33,19.5
PHX,Devin Booker,Grayson Allen,Josh Okogie,Kevin Durant,Jusuf Nurkic,124,76,+12.9,52,118.5,21,52.3%,9,17.7%,77,30.6%,96,30.0,81,105.6,69,52.7%,44,12.8%,68,23.3%,63,15.5
LAC,James Harden,Terance Mann,Paul George,Kawhi Leonard,Daniel Theis,124,19,-8.6,17,108.1,14,50.4%,89,9.7%,26,21.9%,16,12.6,39,116.7,73,52.3%,40,12.5%,26,29.0%,13,23.6
IND,Tyrese Haliburton,Buddy Hield,Bruce Brown,Aaron Nesmith,Myles Turner,124,71,+11.4,97,139.5,96,66.5%,44,13.7%,79,31.4%,92,27.5,8,128.1,8,62.2%,79,15.7%,43,26.5%,1,33.7
ATL,Dejounte Murray,Garrison Mathews,Vit Krejci,DeAndre Hunter,Bruno Fernando,123,47,+1.0,86,127.6,99,70.7%,4,18.7%,6,16.7%,49,18.2,11,126.6,4,63.3%,93,17.7%,4,36.0%,13,23.8
LAL,D'Angelo Russell,Austin Reaves,Cameron Reddish,LeBron James,Anthony Davis,123,41,-0.6,73,123.6,80,60.6%,53,13.0%,22,21.2%,88,26.0,15,124.2,34,56.8%,33,12.1%,19,30.6%,53,16.9
NYK,Jalen Brunson,Immanuel Quickley,Josh Hart,Julius Randle,Mitchell Robinson,123,93,+28.4,90,131.7,81,60.7%,32,14.6%,98,41.1%,82,24.1,86,103.3,51,54.8%,72,14.8%,100,12.1%,87,11.5
