Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
BKN,Edmond Sumner,Royce O'Neale,Joe Harris,Kevin Durant,Nicolas Claxton,195,50,+3.6,24,109.2,33,53.7%,67,12.3%,23,21.3%,18,14.9,81,105.6,91,48.3%,47,13.3%,50,25.7%,24,22.5
MIN,D'Angelo Russell,Anthony Edwards,Jaden McDaniels,Kyle Anderson,Naz Reid,195,67,+9.3,27,110.3,45,55.3%,8,17.9%,28,22.6%,25,15.9,93,101.0,76,51.3%,92,18.0%,37,27.5%,10,26.6
ORL,Cole Anthony,Markelle Fultz,Gary Harris,Paolo Banchero,Wendell Carter,194,13,-14.1,42,114.4,64,57.5%,14,16.5%,59,27.2%,80,24.5,9,128.6,7,63.0%,60,14.3%,31,28.2%,63,16.9
NOP,CJ McCollum,Josh Richardson,Naji Marshall,Trey Murphy III,Jonas Valanciunas,193,74,+11.9,42,114.5,21,51.1%,24,15.5%,98,39.4%,62,21.2,90,102.6,71,51.9%,80,16.2%,92,18.2%,34,21.0
PHX,Chris Paul,Devin Booker,Mikal Bridges,Torrey Craig,Deandre Ayton,193,6,-23.3,8,102.1,6,47.5%,48,13.5%,51,26.2%,24,15.7,13,125.4,26,58.2%,80,16.2%,4,36.0%,8,28.1
PHI,Tyrese Maxey,Shake Milton,Matisse Thybulle,Georges Niang,Montrezl Harrell,191,64,+7.7,65,120.4,43,55.1%,97,8.4%,56,26.9%,48,19.1,54,112.7,72,51.8%,83,16.4%,11,33.3%,12,25.5
GSW,Jordan Poole,Donte DiVincenzo,Klay Thompson,Jonathan Kuminga,Kevon Looney,190,69,+10.0,77,123.7,52,56.1%,36,14.2%,85,33.0%,79,24.4,48,113.7,78,50.9%,26,11.6%,42,26.5%,22,23.0
PHX,Chris Paul,Mikal Bridges,Cameron Johnson,Torrey Craig,Deandre Ayton,190,83,+15.3,71,122.1,58,57.0%,36,14.2%,80,31.5%,27,16.3,76,106.8,87,49.2%,78,16.1%,9,34.6%,79,14.9
POR,Anfernee Simons,Josh Hart,Jerami Grant,Justise Winslow,Jusuf Nurkic,189,66,+8.3,60,119.6,57,56.9%,75,11.6%,59,27.3%,72,22.3,63,111.3,78,50.9%,7,8.6%,68,22.9%,41,20.0
OKC,Shai Gilgeous-Alexander,Luguentz Dort,Josh Giddey,Aleksej Pokusevski,Jeremiah Robinson-Earl,189,2,-31.2,3,97.9,4,46.7%,43,13.8%,29,22.8%,40,17.9,8,129.1,7,63.1%,45,13.2%,13,32.9%,73,15.7
DET,Killian Hayes,Jaden Ivey,Bojan Bogdanovic,Marvin Bagley,Isaiah Stewart,186,4,-25.5,0,84.4,1,44.0%,17,16.1%,18,20.0%,3,11.3,68,109.9,22,58.5%,93,18.7%,89,19.2%,38,20.4
NYK,Miles McBride,Immanuel Quickley,RJ Barrett,Obi Toppin,Isaiah Hartenstein,186,29,-4.5,26,109.7,11,48.9%,90,10.2%,67,28.7%,11,13.7,46,114.1,55,54.2%,44,13.1%,54,25.3%,27,22.2
HOU,Kevin Porter,Jalen Green,Kenyon Martin Jr.,Tari Eason,Usman Garuba,186,53,+4.7,69,121.5,49,55.7%,2,19.9%,94,36.9%,96,32.9,36,116.8,42,55.7%,39,12.4%,40,27.0%,42,19.9
CHA,Dennis Smith Jr.,Kelly Oubre,Gordon Hayward,PJ Washington,Mason Plumlee,185,8,-20.4,1,94.1,5,46.9%,64,12.4%,26,22.2%,24,15.7,44,114.4,51,54.5%,62,14.4%,38,27.3%,79,15.0
UTA,Mike Conley,Jordan Clarkson,Malik Beasley,Lauri Markkanen,Walker Kessler,184,67,+9.2,52,117.4,40,54.8%,62,12.5%,89,34.7%,10,13.6,72,108.2,44,55.5%,52,13.7%,88,19.3%,59,17.5
DAL,Luka Doncic,Kyrie Irving,Josh Green,Reggie Bullock,Dwight Powell,184,56,+5.5,73,122.8,78,59.7%,89,10.3%,2,13.4%,69,21.9,33,117.3,16,60.4%,63,14.7%,71,22.5%,36,20.8
PHI,James Harden,Tyrese Maxey,De'Anthony Melton,Tobias Harris,PJ Tucker,184,73,+11.6,79,123.9,82,60.3%,83,10.9%,29,22.7%,2,10.3,58,112.3,66,52.7%,48,13.4%,67,23.3%,29,21.8
UTA,Ochai Agbaji,Talen Horton-Tucker,Simone Fontecchio,Kelly Olynyk,Walker Kessler,183,11,-15.8,36,112.6,31,53.3%,45,13.7%,40,24.4%,37,17.4,10,128.3,41,56.0%,4,8.0%,33,27.8%,16,24.4
LAC,Reggie Jackson,Terance Mann,Amir Coffey,Marcus Morris,Ivica Zubac,181,5,-24.1,17,106.6,13,49.4%,24,15.5%,90,34.7%,33,16.8,5,130.7,6,63.1%,8,8.9%,55,25.0%,89,13.1
OKC,Shai Gilgeous-Alexander,Jalen Williams,Luguentz Dort,Josh Giddey,Jeremiah Robinson-Earl,181,33,-2.6,21,107.7,7,47.5%,43,13.8%,81,32.0%,84,25.8,66,110.3,67,52.6%,63,14.7%,15,32.3%,85,14.1
SAC,De'Aaron Fox,Malik Monk,Harrison Barnes,Chimezie Metu,Trey Lyles,180,90,+20.5,78,123.9,69,58.3%,74,11.7%,52,26.3%,66,21.6,88,103.4,82,50.0%,56,14.0%,55,25.0%,93,12.1
PHI,Tyrese Maxey,De'Anthony Melton,Tobias Harris,PJ Tucker,Joel Embiid,180,86,+17.2,78,123.9,84,61.0%,74,11.7%,25,22.1%,70,21.9,77,106.7,82,50.0%,47,13.3%,77,21.7%,31,21.4
BOS,Marcus Smart,Jaylen Brown,Jayson Tatum,Al Horford,Robert Williams,180,10,-16.4,18,106.7,19,51.0%,11,17.2%,62,27.7%,82,25.2,17,123.0,25,58.3%,30,11.8%,79,21.4%,23,22.9
NYK,Miles McBride,Immanuel Quickley,Quentin Grimes,Julius Randle,Mitchell Robinson,179,87,+17.3,56,118.4,9,48.3%,87,10.6%,94,36.8%,69,21.8,92,101.1,85,49.7%,95,19.1%,28,28.7%,21,23.2
LAL,D'Angelo Russell,Malik Beasley,Troy Brown,Jarred Vanderbilt,Anthony Davis,178,9,-17.5,8,102.2,14,50.0%,56,12.9%,68,28.9%,1,9.0,26,119.8,57,53.7%,9,9.0%,27,29.3%,83,14.4
CLE,Darius Garland,Donovan Mitchell,Caris LeVert,Lamar Stevens,Evan Mobley,178,63,+7.7,74,123.0,72,58.8%,94,9.0%,20,20.3%,49,19.4,42,115.3,94,47.7%,74,15.3%,2,38.7%,20,23.4
DET,Jaden Ivey,Alec Burks,Saddiq Bey,Bojan Bogdanovic,Jalen Duren,177,39,-0.8,61,119.8,65,57.7%,47,13.6%,76,30.4%,97,33.6,23,120.6,43,55.6%,20,10.9%,25,29.5%,37,20.6
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,PJ Washington,Mark Williams,177,22,-7.9,69,121.5,67,58.1%,99,7.3%,32,23.2%,38,17.4,7,129.4,32,57.1%,11,9.6%,46,26.1%,67,16.6
PHX,Chris Paul,Landry Shamet,Mikal Bridges,Torrey Craig,Deandre Ayton,177,0,-50.3,0,75.1,0,36.9%,37,14.1%,6,15.5%,22,15.4,12,125.4,16,60.4%,38,12.4%,47,26.0%,31,21.5
LAC,Russell Westbrook,Eric Gordon,Nicolas Batum,Kawhi Leonard,Ivica Zubac,176,84,+15.5,91,130.1,94,64.8%,62,12.5%,35,23.7%,45,18.7,43,114.6,48,54.9%,15,10.5%,93,18.1%,49,19.1
POR,Damian Lillard,Matisse Thybulle,Cameron Reddish,Jerami Grant,Drew Eubanks,174,37,-1.1,33,112.1,47,55.4%,77,11.5%,14,19.3%,68,21.8,50,113.2,69,52.2%,25,11.4%,49,25.8%,71,15.9
MIN,D'Angelo Russell,Austin Rivers,Anthony Edwards,Jaden McDaniels,Rudy Gobert,173,23,-7.7,37,112.7,42,54.9%,23,15.6%,84,33.0%,2,10.5,23,120.5,14,60.8%,43,13.1%,85,20.3%,63,17.0
NYK,Jalen Brunson,Quentin Grimes,RJ Barrett,Julius Randle,Isaiah Hartenstein,172,3,-31.1,16,105.8,9,48.3%,32,14.5%,43,25.0%,86,26.2,2,136.9,3,65.0%,24,11.3%,29,28.6%,39,20.3
TOR,Fred VanVleet,OG Anunoby,Scottie Barnes,Pascal Siakam,Christian Koloko,171,46,+1.9,43,114.6,36,54.2%,49,13.5%,61,27.4%,54,20.3,54,112.7,23,58.5%,79,16.2%,95,16.9%,9,27.9
OKC,Shai Gilgeous-Alexander,Jalen Williams,Luguentz Dort,Josh Giddey,Mike Muscala,168,93,+23.1,87,128.0,77,59.7%,72,11.9%,66,28.6%,81,24.7,84,104.8,82,50.0%,82,16.4%,23,30.0%,70,16.1
NYK,Jalen Brunson,Immanuel Quickley,Quentin Grimes,Julius Randle,Jericho Sims,168,21,-8.6,11,104.2,29,52.9%,11,17.3%,37,24.0%,59,20.9,53,112.7,79,50.7%,56,14.0%,79,21.4%,10,26.8
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton,167,92,+22.2,61,119.8,82,60.3%,29,15.0%,28,22.5%,52,20.0,96,97.6,79,50.7%,90,17.6%,74,22.2%,88,13.4
CHA,LaMelo Ball,Terry Rozier,Kelly Oubre,PJ Washington,Mason Plumlee,167,6,-24.0,38,113.2,12,49.1%,85,10.8%,78,31.2%,44,18.5,1,137.2,6,63.4%,27,11.6%,14,32.9%,39,20.3
LAL,D'Angelo Russell,Austin Reaves,LeBron James,Jarred Vanderbilt,Anthony Davis,167,92,+22.2,84,125.7,91,63.0%,29,15.0%,71,29.4%,39,17.8,87,103.6,88,49.0%,18,10.8%,86,20.0%,86,13.5
HOU,Daishen Nix,Jalen Green,Kenyon Martin Jr.,Tari Eason,Usman Garuba,166,24,-7.5,13,104.8,49,55.6%,0,27.1%,92,36.1%,51,19.5,57,112.3,63,53.1%,74,15.4%,58,24.7%,36,20.8
DEN,Kentavious Caldwell-Pope,Bruce Brown,Michael Porter,Vlatko Cancar,Nikola Jokic,165,91,+21.9,89,129.7,87,61.8%,69,12.1%,39,24.3%,60,20.9,74,107.8,52,54.5%,62,14.5%,63,24.0%,82,14.4
CHI,Coby White,Zach LaVine,DeMar DeRozan,Patrick Williams,Nikola Vucevic,164,71,+11.2,96,134.8,95,65.1%,98,7.9%,15,19.4%,62,21.2,16,123.6,19,59.2%,68,14.9%,58,24.7%,48,19.2
NOP,CJ McCollum,Dyson Daniels,Naji Marshall,Trey Murphy III,Jonas Valanciunas,162,6,-22.1,5,99.4,24,52.1%,10,17.3%,40,24.4%,0,8.4,21,121.5,20,59.0%,14,10.4%,89,19.2%,51,18.6
NYK,Jalen Brunson,Immanuel Quickley,RJ Barrett,Julius Randle,Mitchell Robinson,161,61,+6.9,63,119.9,79,59.9%,3,19.3%,66,28.4%,61,21.2,51,113.0,82,50.0%,23,11.2%,10,33.7%,67,16.5
NYK,Derrick Rose,Immanuel Quickley,Cameron Reddish,Obi Toppin,Isaiah Hartenstein,160,22,-8.2,14,105.0,20,51.0%,33,14.4%,53,26.5%,3,11.5,49,113.2,77,50.9%,13,10.1%,10,33.7%,96,11.3
MEM,Ja Morant,Dillon Brooks,John Konchar,Santi Aldama,Steven Adams,160,82,+14.9,63,120.0,39,54.6%,44,13.8%,91,35.6%,35,17.1,83,105.1,79,50.7%,19,10.8%,91,18.8%,85,14.0
WAS,Monte Morris,Corey Kispert,Kyle Kuzma,Kristaps Porzingis,Daniel Gafford,160,98,+33.2,98,138.1,98,68.0%,73,11.9%,63,28.1%,51,19.7,84,105.0,80,50.7%,4,8.1%,93,17.5%,76,15.2
HOU,Kevin Porter,Jalen Green,Kenyon Martin Jr.,Tari Eason,Alperen Sengun,159,96,+27.0,89,128.9,95,65.2%,27,15.1%,63,28.1%,98,35.2,91,101.9,81,50.4%,56,14.0%,96,16.9%,8,28.2
LAL,Dennis Schroder,Patrick Beverley,Lonnie Walker,LeBron James,Thomas Bryant,159,15,-12.7,4,98.7,34,53.8%,13,17.0%,15,19.4%,5,12.0,62,111.4,23,58.5%,25,11.4%,96,16.7%,91,12.5
LAC,Reggie Jackson,Norman Powell,Paul George,Marcus Morris,Ivica Zubac,158,1,-31.8,2,96.8,6,47.3%,9,17.7%,41,24.7%,78,24.0,9,128.7,3,65.2%,19,10.8%,81,21.2%,87,13.5
MIN,Mike Conley,Anthony Edwards,Jaden McDaniels,Karl-Anthony Towns,Rudy Gobert,156,57,+5.8,17,106.4,33,53.6%,31,14.7%,22,21.1%,13,13.9,93,100.6,93,47.8%,36,12.3%,40,26.9%,60,17.4
NYK,Jalen Brunson,Immanuel Quickley,Josh Hart,Julius Randle,Isaiah Hartenstein,155,91,+20.6,82,125.2,38,54.5%,24,15.5%,95,37.2%,83,25.7,86,104.5,54,54.2%,51,13.6%,99,10.9%,7,28.6
UTA,Mike Conley,Jordan Clarkson,Lauri Markkanen,Kelly Olynyk,Walker Kessler,154,70,+10.4,47,116.2,41,54.9%,16,16.2%,90,34.7%,77,23.9,80,105.8,94,47.4%,36,12.3%,6,35.6%,94,11.7
UTA,Collin Sexton,Jordan Clarkson,Lauri Markkanen,Kelly Olynyk,Walker Kessler,154,36,-1.6,76,123.4,18,50.7%,81,11.0%,96,37.9%,80,24.5,13,125.0,57,53.8%,34,12.2%,11,33.3%,55,17.9
OKC,Shai Gilgeous-Alexander,Jalen Williams,Luguentz Dort,Josh Giddey,Kenrich Williams,153,71,+10.6,86,126.8,51,56.0%,94,9.2%,95,37.2%,31,16.6,38,116.2,59,53.6%,90,17.5%,10,33.8%,1,36.0
WAS,Jordan Goodwin,Corey Kispert,Deni Avdija,Kyle Kuzma,Kristaps Porzingis,153,26,-6.1,53,117.6,65,57.7%,88,10.5%,4,14.9%,75,23.1,16,123.7,29,57.6%,8,9.0%,92,18.4%,91,12.5
MIA,Victor Oladipo,Tyler Herro,Max Strus,Caleb Martin,Bam Adebayo,152,73,+11.8,80,124.3,93,64.5%,20,15.8%,58,27.1%,50,19.5,56,112.6,39,56.4%,92,17.9%,36,27.5%,72,15.9
CHI,Alex Caruso,Ayo Dosunmu,DeMar DeRozan,Patrick Williams,Nikola Vucevic,152,7,-21.3,4,98.0,9,48.4%,7,18.4%,49,26.0%,73,22.4,27,119.3,10,61.5%,17,10.7%,99,13.2%,99,9.6
DET,Cory Joseph,Alec Burks,Kevin Knox,Saddiq Bey,Marvin Bagley,151,20,-9.3,82,125.2,75,59.4%,88,10.6%,52,26.5%,93,29.7,2,134.4,3,65.1%,31,11.9%,53,25.4%,49,19.1
SAC,De'Aaron Fox,Malik Monk,Kevin Huerter,Harrison Barnes,Domantas Sabonis,151,97,+29.7,99,146.4,92,63.8%,40,13.9%,32,23.2%,100,52.8,36,116.7,75,51.4%,33,12.0%,7,35.4%,33,21.1
DET,Killian Hayes,Jaden Ivey,Saddiq Bey,Bojan Bogdanovic,Isaiah Stewart,151,20,-9.0,21,107.9,8,48.3%,88,10.6%,59,27.3%,31,16.6,35,117.0,49,54.9%,38,12.4%,19,31.5%,14,24.6
NOP,CJ McCollum,Trey Murphy III,Herbert Jones,Zion Williamson,Jonas Valanciunas,150,23,-7.6,83,125.3,88,61.9%,50,13.3%,38,24.2%,65,21.5,3,132.9,4,64.7%,65,14.8%,21,30.5%,39,20.3
GSW,Stephen Curry,Donte DiVincenzo,Klay Thompson,Jonathan Kuminga,Draymond Green,150,11,-15.5,57,118.7,79,59.8%,2,20.0%,50,26.2%,21,15.2,2,134.2,12,61.1%,41,12.9%,1,40.0%,11,26.4
MIL,Jevon Carter,Grayson Allen,Pat Connaughton,Giannis Antetokounmpo,Brook Lopez,149,60,+6.7,16,106.0,13,49.2%,59,12.8%,76,30.4%,71,22.1,94,99.3,99,40.9%,1,5.5%,47,26.0%,69,16.2
WAS,Monte Morris,Bradley Beal,Corey Kispert,Deni Avdija,Kristaps Porzingis,148,49,+3.0,79,124.3,68,58.2%,84,10.8%,8,16.4%,67,21.6,21,121.3,18,59.4%,63,14.7%,74,22.2%,17,24.4
BOS,Marcus Smart,Derrick White,Jaylen Brown,Jayson Tatum,Blake Griffin,148,94,+24.4,70,121.6,76,59.5%,100,6.8%,4,14.3%,42,18.3,96,97.2,85,49.6%,72,15.2%,94,17.3%,60,17.4
BOS,Marcus Smart,Derrick White,Jaylen Brown,Grant Williams,Al Horford,147,87,+17.7,60,119.7,92,63.5%,29,15.0%,0,8.6%,7,12.7,91,102.0,97,44.3%,26,11.4%,65,23.8%,49,19.1
CHA,Terry Rozier,Kelly Oubre,Gordon Hayward,PJ Washington,Mason Plumlee,147,16,-11.8,10,103.4,6,47.2%,90,10.2%,50,26.1%,4,11.7,43,115.2,9,61.8%,93,18.5%,23,30.0%,6,28.9
NOP,Jose Alvarado,CJ McCollum,Naji Marshall,Trey Murphy III,Jonas Valanciunas,147,52,+4.7,30,110.9,69,58.3%,12,17.0%,37,24.1%,47,19.0,79,106.2,72,51.9%,42,13.0%,23,30.1%,77,15.2
ATL,Dejounte Murray,Bogdan Bogdanovic,DeAndre Hunter,John Collins,Clint Capela,147,7,-21.7,50,117.0,51,56.0%,45,13.6%,26,22.4%,83,25.6,1,138.7,1,67.5%,23,11.3%,98,15.5%,31,21.4
HOU,Jalen Green,Kenyon Martin Jr.,Jae'Sean Tate,Jabari Smith Jr.,Alperen Sengun,146,12,-14.7,7,101.4,0,40.9%,21,15.8%,97,38.9%,73,22.4,39,116.1,30,57.4%,34,12.1%,78,21.5%,4,29.5
ATL,Trae Young,Dejounte Murray,Bogdan Bogdanovic,John Collins,Clint Capela,146,13,-14.1,41,114.4,76,59.6%,6,18.5%,90,34.9%,16,14.4,9,128.5,9,61.9%,9,9.0%,35,27.7%,100,6.3
MIA,Gabe Vincent,Tyler Herro,Max Strus,Jimmy Butler,Bam Adebayo,145,84,+15.5,93,131.7,89,62.2%,81,11.0%,21,20.7%,71,22.1,39,116.2,11,61.2%,79,16.2%,31,28.1%,97,10.9
CLE,Donovan Mitchell,Caris LeVert,Isaac Okoro,Evan Mobley,Jarrett Allen,145,16,-11.8,27,110.3,28,52.9%,53,13.1%,10,18.1%,86,26.2,19,122.1,22,58.6%,58,14.1%,73,22.4%,47,19.4
DAL,Luka Doncic,Kyrie Irving,Tim Hardaway Jr.,Reggie Bullock,Dwight Powell,145,81,+14.2,97,135.9,98,69.9%,81,11.0%,6,15.5%,14,14.1,21,121.6,64,52.9%,1,6.1%,70,22.7%,14,24.6
MIA,Victor Oladipo,Gabe Vincent,Max Strus,Caleb Martin,Bam Adebayo,144,59,+6.4,33,111.8,46,55.3%,18,16.0%,12,18.8%,64,21.3,81,105.4,53,54.4%,85,16.8%,98,15.3%,3,29.8
DEN,Jamal Murray,Kentavious Caldwell-Pope,Michael Porter,Vlatko Cancar,Nikola Jokic,143,63,+7.7,64,120.3,61,57.4%,61,12.6%,39,24.3%,44,18.6,55,112.6,63,53.1%,22,11.2%,55,25.0%,65,16.8
IND,TJ McConnell,Bennedict Mathurin,Chris Duarte,Oshae Brissett,Jalen Smith,143,55,+5.5,83,125.2,66,58.0%,51,13.3%,73,30.0%,90,28.0,26,119.7,46,55.3%,12,9.9%,33,27.8%,53,18.2
BOS,Derrick White,Jaylen Brown,Jayson Tatum,Al Horford,Robert Williams,143,99,+45.1,78,123.8,83,60.8%,39,14.0%,33,23.3%,94,31.0,100,78.7,100,35.0%,3,7.8%,99,13.7%,91,12.4
PHX,Chris Paul,Damion Lee,Mikal Bridges,Torrey Craig,Deandre Ayton,142,83,+15.5,94,133.1,53,56.2%,98,7.7%,99,39.5%,50,19.4,32,117.6,31,57.3%,32,12.0%,82,21.1%,23,22.8
BOS,Malcolm Brogdon,Jayson Tatum,Sam Hauser,Grant Williams,Luke Kornet,142,64,+7.7,85,126.1,46,55.3%,50,13.4%,71,29.4%,85,26.0,29,118.3,37,56.6%,16,10.6%,78,21.5%,55,18.0
DAL,Luka Doncic,Spencer Dinwiddie,Reggie Bullock,Dorian Finney-Smith,JaVale McGee,141,14,-13.8,5,100.0,16,50.4%,91,9.9%,13,19.1%,12,13.8,48,113.8,33,57.0%,89,17.4%,25,29.5%,80,14.8
MIA,Kyle Lowry,Tyler Herro,Max Strus,Jimmy Butler,Bam Adebayo,141,70,+10.2,87,127.7,57,57.0%,23,15.6%,64,28.2%,82,25.6,32,117.5,27,57.8%,64,14.7%,59,24.6%,2,31.3
ORL,Cole Anthony,Terrence Ross,Franz Wagner,Admiral Schofield,Mohamed Bamba,141,19,-10.2,19,107.1,7,47.7%,70,12.1%,46,25.3%,58,20.8,34,117.3,78,50.8%,1,6.5%,86,20.0%,1,35.0
TOR,Gary Trent Jr.,OG Anunoby,Scottie Barnes,Pascal Siakam,Christian Koloko,140,97,+29.3,90,130.0,73,59.0%,56,12.9%,98,39.4%,78,24.2,93,100.7,73,51.8%,100,24.3%,4,36.4%,22,23.0
GSW,Jordan Poole,Donte DiVincenzo,Klay Thompson,Jonathan Kuminga,Draymond Green,139,93,+22.6,41,114.4,71,58.7%,91,10.1%,22,20.9%,1,8.7,99,91.8,98,43.5%,99,21.6%,18,31.6%,43,19.8
DEN,Christian Braun,Kentavious Caldwell-Pope,Bruce Brown,Aaron Gordon,Nikola Jokic,137,96,+29.1,73,122.6,92,63.7%,2,19.7%,84,32.7%,62,21.2,99,93.6,94,46.8%,99,21.4%,76,21.9%,9,27.8
BKN,Ben Simmons,Kyrie Irving,Royce O'Neale,Joe Harris,Nicolas Claxton,137,68,+9.4,75,123.4,93,63.9%,65,12.4%,9,17.2%,15,14.3,47,114.0,60,53.5%,78,16.2%,2,38.0%,68,16.4
IND,Andrew Nembhard,Bennedict Mathurin,Jordan Nwora,Aaron Nesmith,Isaiah Jackson,136,8,-19.4,32,111.8,26,52.6%,40,14.0%,43,25.0%,88,26.7,4,131.2,37,56.6%,36,12.3%,7,35.3%,42,19.9
ORL,Jalen Suggs,Franz Wagner,Chuma Okeke,Bol Bol,Wendell Carter,133,29,-4.5,1,94.0,4,46.5%,1,21.8%,82,32.4%,23,15.7,94,98.5,98,43.5%,9,9.2%,66,23.4%,57,17.7
DET,Killian Hayes,Jaden Ivey,Isaiah Livers,Marvin Bagley,James Wiseman,132,1,-32.1,2,97.0,18,50.9%,19,15.9%,12,18.8%,10,13.5,7,129.1,8,62.2%,6,8.2%,60,24.6%,35,21.0
ATL,Trae Young,Bogdan Bogdanovic,DeAndre Hunter,John Collins,Clint Capela,131,53,+4.9,77,123.7,80,60.0%,77,11.5%,43,25.0%,59,20.9,29,118.8,38,56.6%,23,11.3%,21,30.6%,61,17.2
SAC,De'Aaron Fox,Terence Davis,Harrison Barnes,Keegan Murray,Domantas Sabonis,131,19,-10.2,62,119.8,55,56.4%,68,12.2%,71,29.4%,7,12.8,5,130.1,1,67.1%,11,9.8%,83,20.8%,17,24.3
NOP,CJ McCollum,Dyson Daniels,Trey Murphy III,Zion Williamson,Jonas Valanciunas,131,47,+2.3,15,105.3,24,51.8%,17,16.0%,17,19.7%,44,18.6,89,103.0,87,49.2%,15,10.5%,44,26.3%,100,6.1
LAC,Reggie Jackson,Terance Mann,Paul George,Marcus Morris,Ivica Zubac,129,34,-2.4,35,112.4,58,57.0%,12,17.1%,54,26.7%,9,13.2,43,114.8,35,56.8%,46,13.3%,80,21.3%,96,11.0
TOR,Gary Trent Jr.,OG Anunoby,Scottie Barnes,Pascal Siakam,Jakob Poeltl,129,26,-6.2,6,100.8,1,43.4%,99,7.0%,41,24.7%,23,15.6,76,107.0,35,56.8%,81,16.3%,90,19.0%,94,11.7
UTA,Mike Conley,Jordan Clarkson,Malik Beasley,Lauri Markkanen,Jarred Vanderbilt,129,37,-1.2,86,127.1,32,53.4%,93,9.3%,86,33.8%,96,33.1,10,128.3,39,56.5%,3,7.9%,30,28.3%,9,27.6
IND,Andrew Nembhard,Bennedict Mathurin,Jordan Nwora,Aaron Nesmith,Jalen Smith,129,0,-46.9,3,97.7,7,47.7%,3,19.4%,82,32.3%,63,21.3,0,144.5,0,69.1%,29,11.7%,8,34.6%,46,19.5
ATL,Trae Young,Dejounte Murray,Saddiq Bey,John Collins,Clint Capela,129,9,-18.6,10,103.9,12,49.1%,52,13.2%,52,26.5%,55,20.4,19,122.5,9,61.8%,27,11.6%,39,27.1%,79,14.9
SAC,Davion Mitchell,Malik Monk,Harrison Barnes,Keegan Murray,Domantas Sabonis,128,82,+15.0,30,110.9,26,52.3%,82,10.9%,4,14.5%,83,25.7,97,95.9,99,42.0%,82,16.4%,33,27.8%,47,19.5
SAS,Tre Jones,Josh Richardson,Keldon Johnson,Jeremy Sochan,Jakob Poeltl,128,52,+4.3,67,121.1,89,62.3%,22,15.6%,87,33.9%,28,16.4,36,116.8,2,65.4%,98,21.4%,42,26.5%,93,12.1
CHI,Patrick Beverley,Coby White,Zach LaVine,Patrick Williams,Nikola Vucevic,128,96,+27.2,99,143.8,99,70.4%,82,10.9%,21,20.8%,49,19.1,37,116.5,20,58.9%,69,15.0%,52,25.4%,84,14.3
ORL,Cole Anthony,Terrence Ross,Franz Wagner,Paolo Banchero,Wendell Carter,127,16,-12.0,23,108.7,14,49.6%,30,15.0%,82,32.4%,70,21.9,22,120.6,61,53.4%,21,11.1%,11,33.3%,28,22.0
HOU,Kevin Porter,Jalen Green,Tari Eason,Jabari Smith Jr.,Alperen Sengun,127,33,-3.1,39,113.4,27,52.6%,6,18.9%,99,41.8%,52,20.0,37,116.5,17,60.2%,92,18.1%,48,25.9%,20,23.3
LAL,Dennis Schroder,Patrick Beverley,Lonnie Walker,LeBron James,Anthony Davis,126,32,-3.2,9,103.2,45,55.3%,19,15.9%,3,14.0%,16,14.4,78,106.3,42,55.7%,77,15.9%,95,17.0%,69,16.2
NOP,CJ McCollum,Naji Marshall,Trey Murphy III,Zion Williamson,Jonas Valanciunas,126,14,-13.7,11,104.0,3,46.3%,59,12.7%,57,27.0%,30,16.5,31,117.7,68,52.5%,6,8.5%,41,26.6%,14,24.6
SAC,Davion Mitchell,Malik Monk,Kevin Huerter,Harrison Barnes,Domantas Sabonis,126,28,-5.0,52,117.5,90,62.9%,10,17.5%,3,14.0%,96,33.3,19,122.5,7,63.0%,64,14.7%,19,31.4%,93,12.2
HOU,Daishen Nix,Eric Gordon,Kenyon Martin Jr.,Tari Eason,Usman Garuba,126,24,-7.0,20,107.1,5,46.9%,33,14.3%,86,33.8%,80,24.6,46,114.2,73,51.7%,84,16.7%,16,32.3%,52,18.3
MIL,Jrue Holiday,Grayson Allen,Pat Connaughton,Bobby Portis,Brook Lopez,125,76,+13.1,69,121.6,89,62.6%,18,16.0%,62,27.8%,4,11.7,71,108.5,69,52.4%,0,4.7%,94,17.4%,99,7.2
MEM,Ja Morant,Desmond Bane,John Konchar,Santi Aldama,Steven Adams,123,95,+26.8,96,134.1,81,60.1%,92,9.8%,73,29.8%,95,32.1,75,107.3,96,46.0%,35,12.2%,6,35.4%,87,13.5
BKN,Spencer Dinwiddie,Royce O'Neale,Mikal Bridges,Cameron Johnson,Nicolas Claxton,123,79,+14.0,58,118.7,74,59.0%,32,14.6%,18,20.0%,60,21.0,85,104.7,97,44.3%,59,14.2%,10,33.8%,32,21.3
