Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
IND,Malcolm Brogdon,Caris LeVert,Justin Holiday,Domantas Sabonis,Myles Turner,186,64,+8.6,54,114.0,32,52.2%,96,8.6%,60,26.7%,12,10.9,73,105.4,25,56.5%,57,14.0%,84,20.2%,97,8.0
DAL,Luka Doncic,Jalen Brunson,Dorian Finney-Smith,Maxi Kleber,Kristaps Porzingis,184,58,+6.4,47,112.5,42,53.4%,76,11.4%,18,19.8%,71,20.9,72,106.1,73,50.6%,13,9.9%,88,19.6%,77,13.1
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,Miles Bridges,PJ Washington,183,11,-18.0,21,104.4,43,53.5%,20,15.8%,19,20.0%,24,13.9,13,122.3,6,61.4%,65,14.5%,46,25.9%,52,17.1
NYK,Kemba Walker,Evan Fournier,RJ Barrett,Julius Randle,Nerlens Noel,183,49,+2.4,41,110.9,54,54.8%,20,15.8%,26,21.6%,65,19.7,61,108.6,58,52.6%,82,16.0%,16,30.7%,90,10.9
DET,Cory Joseph,Cade Cunningham,Saddiq Bey,Jerami Grant,Marvin Bagley,181,18,-12.8,3,95.0,16,49.0%,10,17.1%,23,20.7%,41,15.8,65,107.8,89,47.6%,4,8.4%,60,24.0%,36,18.9
CHA,LaMelo Ball,Gordon Hayward,Kelly Oubre,Miles Bridges,Mason Plumlee,180,30,-7.3,7,97.2,10,47.1%,53,13.3%,55,26.3%,61,19.5,75,104.6,82,49.4%,81,16.0%,12,31.6%,70,14.2
CHI,Alex Caruso,Ayo Dosunmu,Zach LaVine,DeMar DeRozan,Nikola Vucevic,180,8,-20.5,35,108.3,49,54.1%,80,11.1%,3,12.6%,41,15.8,5,128.8,4,62.8%,26,11.4%,44,26.2%,19,22.5
ORL,Cole Anthony,R.J. Hampton,Franz Wagner,Chuma Okeke,Mohamed Bamba,179,25,-9.2,29,106.7,30,52.1%,50,13.4%,59,26.6%,3,8.9,30,115.9,39,55.1%,31,11.9%,57,24.4%,35,19.0
LAC,Reggie Jackson,Nicolas Batum,Paul George,Marcus Morris,Ivica Zubac,177,57,+6.1,47,112.4,60,55.6%,70,11.9%,26,21.7%,19,13.1,72,106.3,76,50.0%,26,11.4%,33,27.3%,85,12.0
BOS,Dennis Schroder,Marcus Smart,Jayson Tatum,Grant Williams,Al Horford,176,95,+24.5,91,129.0,93,62.2%,76,11.4%,38,24.0%,51,17.5,76,104.4,61,52.3%,96,18.9%,33,27.5%,27,20.5
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,Bismack Biyombo,176,39,-2.5,76,120.5,61,55.9%,97,8.5%,78,29.9%,58,19.1,13,122.9,20,57.1%,6,8.8%,89,19.5%,59,16.1
CLE,Darius Garland,Lamar Stevens,Lauri Markkanen,Evan Mobley,Jarrett Allen,176,79,+13.5,34,108.0,38,52.8%,63,12.5%,51,25.8%,29,14.5,97,94.4,100,38.4%,8,8.9%,3,35.9%,84,12.1
UTA,Mike Conley,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Rudy Gobert,174,46,+1.7,30,106.9,16,49.0%,44,13.8%,84,31.1%,79,22.7,74,105.2,76,50.0%,13,9.8%,60,23.9%,88,11.7
SAS,Dejounte Murray,Devin Vassell,Joshua Primo,Keldon Johnson,Jakob Poeltl,174,34,-5.5,30,106.9,17,49.4%,75,11.5%,62,27.0%,5,9.3,44,112.4,48,53.6%,42,13.0%,31,27.7%,14,24.3
GSW,Stephen Curry,Klay Thompson,Andrew Wiggins,Otto Porter,Kevon Looney,173,75,+11.6,55,114.5,55,54.9%,28,15.0%,46,25.3%,63,19.6,83,102.9,83,49.3%,91,17.2%,24,29.1%,20,22.1
NYK,Derrick Rose,Immanuel Quickley,Alec Burks,Obi Toppin,Taj Gibson,173,98,+28.8,59,115.6,37,52.7%,23,15.6%,97,37.0%,32,15.0,100,86.8,99,39.9%,68,14.9%,15,30.9%,82,12.2
SAS,Dejounte Murray,Derrick White,Devin Vassell,Keldon Johnson,Jakob Poeltl,172,53,+4.2,74,119.8,47,53.9%,52,13.4%,92,33.7%,1,7.3,31,115.6,68,51.6%,40,12.8%,29,28.3%,10,26.1
UTA,Donovan Mitchell,Jordan Clarkson,Royce O'Neale,Bojan Bogdanovic,Rudy Gobert,171,54,+4.7,52,113.5,23,50.6%,50,13.5%,91,33.3%,81,23.1,60,108.8,71,51.0%,58,14.0%,60,23.9%,13,25.2
HOU,Kevin Porter,Jalen Green,Garrison Mathews,Kenyon Martin Jr.,Christian Wood,170,13,-16.3,54,114.1,78,58.6%,25,15.3%,20,20.3%,90,27.6,4,130.4,9,60.3%,78,15.8%,3,36.1%,39,18.8
IND,Malcolm Brogdon,Chris Duarte,Justin Holiday,Domantas Sabonis,Myles Turner,170,17,-13.0,2,90.6,4,44.7%,10,17.1%,66,27.7%,25,14.0,79,103.6,76,50.3%,17,10.8%,90,19.1%,96,8.9
MEM,Tyus Jones,De'Anthony Melton,Dillon Brooks,Kyle Anderson,Steven Adams,170,94,+23.7,97,134.1,84,59.8%,94,9.4%,74,29.2%,43,16.1,53,110.5,35,55.6%,98,20.3%,45,26.0%,22,21.5
ORL,Cole Anthony,Gary Harris,Franz Wagner,Chuma Okeke,Wendell Carter,169,37,-3.6,37,109.5,44,53.7%,38,14.2%,16,18.8%,55,18.4,42,113.1,33,55.7%,30,11.9%,92,18.6%,45,18.2
CLE,Darius Garland,Caris LeVert,Isaac Okoro,Lauri Markkanen,Evan Mobley,169,76,+12.3,90,127.8,82,59.6%,79,11.2%,87,32.5%,92,28.8,32,115.5,39,55.1%,67,14.9%,28,28.4%,21,21.8
DEN,Nah'Shon Hyland,Will Barton,Aaron Gordon,Jeff Green,Nikola Jokic,169,58,+6.6,38,110.1,52,54.5%,6,17.8%,37,23.8%,68,20.1,80,103.5,76,50.0%,28,11.7%,47,25.8%,75,13.5
IND,Tyrese Haliburton,Malcolm Brogdon,Buddy Hield,Oshae Brissett,Isaiah Jackson,167,3,-26.9,25,105.4,14,48.4%,8,17.4%,98,37.9%,23,13.8,3,132.3,16,57.9%,5,8.4%,21,29.5%,4,29.6
SAS,Dejounte Murray,Derrick White,Lonnie Walker,Keldon Johnson,Jakob Poeltl,167,35,-4.9,52,113.8,75,57.8%,62,12.6%,43,24.7%,22,13.6,20,118.6,15,58.1%,43,13.0%,45,26.0%,84,12.1
PHI,Tyrese Maxey,Matisse Thybulle,Furkan Korkmaz,Tobias Harris,Joel Embiid,164,61,+7.4,41,111.0,13,48.3%,95,9.1%,68,28.1%,86,25.5,79,103.6,59,52.4%,87,16.8%,32,27.6%,55,16.8
NYK,Kemba Walker,Evan Fournier,RJ Barrett,Julius Randle,Taj Gibson,164,24,-9.5,70,118.9,83,59.7%,83,11.0%,16,19.0%,15,11.4,6,128.4,12,58.9%,20,11.1%,19,30.1%,30,19.9
GSW,Stephen Curry,Jordan Poole,Andrew Wiggins,Otto Porter,Kevon Looney,164,96,+26.2,91,128.0,71,57.4%,83,11.0%,88,32.6%,37,15.4,87,101.8,91,47.1%,55,13.9%,42,26.3%,58,16.2
NYK,Kemba Walker,Quentin Grimes,Evan Fournier,Julius Randle,Mitchell Robinson,164,83,+15.6,87,126.2,89,61.3%,40,14.0%,68,28.0%,36,15.3,52,110.6,52,53.3%,36,12.5%,73,22.1%,91,10.6
DET,Cory Joseph,Hamidou Diallo,Saddiq Bey,Jerami Grant,Isaiah Stewart,162,31,-7.3,19,103.7,3,43.2%,99,7.4%,75,29.2%,53,17.9,51,111.0,53,53.1%,34,12.2%,70,22.7%,43,18.4
MIN,D'Angelo Russell,Patrick Beverley,Anthony Edwards,Jaden McDaniels,Karl-Anthony Towns,161,79,+13.4,86,124.8,59,55.5%,36,14.3%,62,27.0%,99,35.8,49,111.4,47,53.9%,84,16.3%,9,32.0%,18,22.5
CHA,LaMelo Ball,Terry Rozier,Kelly Oubre,Miles Bridges,PJ Washington,161,66,+9.1,70,118.6,17,49.3%,94,9.3%,58,26.4%,91,28.5,58,109.5,18,57.5%,95,18.4%,90,19.0%,4,30.0
PHX,Cameron Payne,Landry Shamet,Mikal Bridges,Jae Crowder,Deandre Ayton,160,35,-4.3,9,98.1,15,49.0%,78,11.2%,6,13.8%,6,9.6,84,102.5,83,49.3%,86,16.7%,9,32.0%,10,26.1
LAL,Russell Westbrook,Malik Monk,Austin Reaves,Stanley Johnson,LeBron James,160,67,+9.4,68,118.1,62,55.9%,87,10.6%,30,22.2%,68,20.1,61,108.7,57,52.6%,52,13.7%,23,29.2%,91,10.5
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,Jalen Smith,159,69,+10.0,81,122.6,50,54.2%,90,10.1%,76,29.4%,50,17.3,42,112.7,63,52.2%,70,15.1%,18,30.4%,1,32.8
MIN,Patrick Beverley,Anthony Edwards,Malik Beasley,Jaden McDaniels,Karl-Anthony Towns,158,67,+9.4,66,117.7,62,55.9%,76,11.4%,22,20.5%,85,25.0,62,108.3,70,51.1%,90,17.2%,20,29.7%,8,27.1
UTA,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Rudy Gobert,157,77,+12.8,60,115.9,72,57.5%,52,13.4%,67,27.8%,78,22.4,81,103.2,88,47.9%,25,11.4%,33,27.3%,61,15.8
WAS,Raul Neto,Kentavious Caldwell-Pope,Corey Kispert,Kyle Kuzma,Daniel Gafford,156,17,-13.3,77,120.5,92,62.0%,6,17.9%,80,30.2%,76,21.7,2,133.8,22,57.0%,38,12.6%,1,41.1%,22,21.5
POR,Anfernee Simons,CJ McCollum,Nassir Little,Robert Covington,Jusuf Nurkic,156,91,+21.9,36,109.0,49,54.1%,14,16.7%,52,26.0%,67,20.0,99,87.1,99,43.0%,75,15.5%,87,19.8%,72,14.1
DEN,Monte Morris,Will Barton,Aaron Gordon,JaMychal Green,Jeff Green,154,5,-23.0,25,105.2,8,46.8%,82,11.0%,87,32.3%,10,10.3,6,128.2,3,64.2%,59,14.1%,80,21.0%,41,18.5
HOU,Kevin Porter,Eric Gordon,Garrison Mathews,Jae'Sean Tate,Christian Wood,154,92,+22.8,88,126.6,97,63.9%,36,14.3%,31,22.4%,62,19.5,77,103.9,76,50.0%,60,14.2%,67,23.1%,43,18.4
UTA,Mike Conley,Jordan Clarkson,Danuel House,Rudy Gay,Rudy Gobert,153,85,+18.1,15,102.0,3,44.2%,35,14.4%,60,26.7%,87,26.3,100,83.9,100,38.5%,83,16.1%,68,22.8%,52,17.0
DET,Killian Hayes,Hamidou Diallo,Cade Cunningham,Saddiq Bey,Trey Lyles,152,15,-14.0,37,109.2,31,52.2%,55,13.2%,35,23.5%,33,15.1,12,123.2,5,62.0%,79,15.9%,30,27.9%,23,20.9
WAS,Raul Neto,Kentavious Caldwell-Pope,Corey Kispert,Kyle Kuzma,Thomas Bryant,152,45,+1.2,32,107.2,47,53.9%,15,16.4%,40,24.2%,62,19.5,73,106.0,68,51.5%,32,12.0%,96,16.7%,45,18.2
ATL,Delon Wright,Lou Williams,Cameron Reddish,Danilo Gallinari,Clint Capela,150,75,+12.0,54,114.0,53,54.7%,69,12.0%,38,24.0%,34,15.2,85,102.0,76,50.0%,74,15.3%,24,29.1%,81,12.4
SAC,Davion Mitchell,Tyrese Haliburton,Harrison Barnes,Maurice Harkless,Richaun Holmes,149,50,+2.7,33,107.4,27,51.1%,39,14.1%,49,25.6%,66,19.8,75,104.6,17,57.8%,91,17.2%,83,20.3%,72,13.9
PHI,James Harden,Tyrese Maxey,Danny Green,Tobias Harris,Joel Embiid,148,61,+7.3,86,124.3,92,62.1%,17,16.2%,64,27.4%,72,21.1,26,117.0,69,51.5%,68,15.0%,14,31.2%,12,25.4
WAS,Raul Neto,Kentavious Caldwell-Pope,Corey Kispert,Kyle Kuzma,Kristaps Porzingis,148,48,+1.9,50,112.8,48,53.9%,49,13.5%,57,26.4%,83,23.6,51,111.0,56,52.9%,7,8.9%,96,16.9%,81,12.4
POR,Anfernee Simons,Ben McLemore,Nassir Little,Robert Covington,Jusuf Nurkic,148,97,+27.7,89,127.0,89,61.4%,75,11.5%,47,25.4%,64,19.7,90,99.3,96,45.6%,49,13.4%,25,28.9%,54,16.8
WAS,Raul Neto,Bradley Beal,Kentavious Caldwell-Pope,Kyle Kuzma,Daniel Gafford,147,15,-13.6,40,110.9,46,53.8%,36,14.3%,74,29.2%,42,15.9,9,124.5,10,60.0%,98,20.3%,1,38.7%,41,18.5
SAS,Dejounte Murray,Josh Richardson,Devin Vassell,Keldon Johnson,Jakob Poeltl,147,71,+10.4,74,119.7,57,55.0%,22,15.6%,78,30.0%,90,27.9,58,109.3,62,52.3%,86,16.7%,9,32.0%,31,19.7
UTA,Mike Conley,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Hassan Whiteside,146,88,+19.4,99,135.6,94,62.8%,34,14.4%,96,35.5%,84,24.8,29,116.2,7,60.5%,49,13.5%,99,13.8%,48,17.7
LAC,Terance Mann,Luke Kennard,Amir Coffey,Robert Covington,Isaiah Hartenstein,146,37,-2.8,22,104.8,42,53.4%,1,20.5%,78,30.0%,85,25.0,67,107.6,73,50.8%,73,15.3%,61,23.8%,65,15.0
LAL,Russell Westbrook,Malik Monk,Avery Bradley,Carmelo Anthony,Anthony Davis,145,82,+15.3,26,105.5,15,48.8%,44,13.8%,38,24.0%,89,26.8,99,90.2,97,44.8%,75,15.4%,63,23.5%,74,13.6
IND,Keifer Sykes,Duane Washington,Justin Holiday,Domantas Sabonis,Myles Turner,144,25,-9.1,23,104.9,56,54.9%,25,15.3%,15,18.6%,25,13.9,38,114.0,8,60.4%,92,17.5%,36,27.1%,65,15.0
SAC,De'Aaron Fox,Tyrese Haliburton,Harrison Barnes,Chimezie Metu,Richaun Holmes,144,26,-9.1,10,98.6,12,47.8%,25,15.3%,55,26.3%,10,10.4,66,107.7,28,56.3%,88,16.8%,48,25.8%,96,8.7
NOP,Devonte' Graham,Garrett Temple,Brandon Ingram,Herbert Jones,Jonas Valanciunas,143,32,-6.8,24,104.9,24,50.8%,61,12.6%,30,22.1%,82,23.3,48,111.7,13,58.5%,88,16.8%,84,20.0%,98,7.3
SAC,De'Aaron Fox,Tyrese Haliburton,Buddy Hield,Harrison Barnes,Richaun Holmes,143,37,-2.8,85,123.8,39,53.1%,40,14.0%,75,29.2%,100,49.1,6,126.6,25,56.5%,10,9.4%,4,35.3%,3,30.1
CHI,Coby White,Ayo Dosunmu,Zach LaVine,Troy Brown,Nikola Vucevic,143,10,-19.1,65,117.5,85,60.2%,32,14.7%,15,18.6%,48,17.1,1,136.6,1,65.2%,32,12.0%,97,16.4%,76,13.3
SAC,De'Aaron Fox,Justin Holiday,Harrison Barnes,Maurice Harkless,Domantas Sabonis,142,8,-20.6,38,109.9,84,59.9%,52,13.4%,8,15.8%,31,14.7,4,130.4,1,65.8%,43,13.0%,72,22.2%,44,18.3
PHI,Shake Milton,Matisse Thybulle,Furkan Korkmaz,Georges Niang,Andre Drummond,142,87,+19.1,48,112.7,81,59.1%,18,16.2%,19,20.0%,26,14.0,98,93.6,95,46.1%,99,22.1%,12,31.5%,25,20.7
ORL,Jalen Suggs,Gary Harris,Franz Wagner,Wendell Carter,Mohamed Bamba,141,51,+2.9,28,106.4,38,52.8%,68,12.1%,14,17.6%,36,15.3,81,103.5,76,50.0%,8,9.1%,98,15.2%,68,14.7
WAS,Raul Neto,Bradley Beal,Deni Avdija,Kyle Kuzma,Montrezl Harrell,141,40,-1.6,28,106.4,95,63.1%,5,18.4%,10,16.7%,26,14.0,64,108.0,65,52.0%,65,14.6%,59,24.0%,80,12.5
PHX,Devin Booker,Mikal Bridges,Cameron Johnson,Jae Crowder,Deandre Ayton,140,72,+10.5,96,133.6,98,65.7%,95,9.3%,12,17.0%,60,19.4,12,123.0,31,56.0%,52,13.7%,4,35.4%,12,25.6
PHX,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Frank Kaminsky,140,96,+26.4,93,130.7,99,66.7%,97,8.6%,1,11.5%,16,11.9,77,104.3,76,50.0%,71,15.1%,9,32.0%,82,12.3
CLE,Darius Garland,Collin Sexton,Lauri Markkanen,Evan Mobley,Jarrett Allen,140,48,+2.1,5,95.7,18,50.0%,4,18.6%,65,27.5%,11,10.7,97,93.7,87,48.0%,98,20.4%,3,36.0%,94,9.5
SAS,Dejounte Murray,Lonnie Walker,Devin Vassell,Keldon Johnson,Jakob Poeltl,140,39,-2.7,64,117.1,75,57.9%,91,10.0%,28,21.9%,75,21.7,17,119.9,46,54.0%,9,9.2%,19,29.9%,63,15.3
CLE,Darius Garland,Isaac Okoro,Lamar Stevens,Lauri Markkanen,Evan Mobley,140,74,+11.4,80,121.4,87,60.8%,99,7.9%,10,16.4%,4,9.2,57,110.0,30,56.0%,69,15.0%,73,22.0%,84,12.1
BOS,Dennis Schroder,Marcus Smart,Jaylen Brown,Jayson Tatum,Robert Williams,139,54,+4.2,28,106.5,12,47.6%,74,11.5%,53,26.0%,85,25.0,85,102.2,76,50.0%,77,15.7%,45,26.1%,23,21.1
MIL,Jrue Holiday,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,138,55,+5.0,43,111.6,43,53.5%,26,15.2%,47,25.4%,89,27.0,70,106.6,60,52.4%,2,7.4%,100,10.8%,95,9.4
DEN,Monte Morris,Nah'Shon Hyland,Will Barton,Aaron Gordon,Nikola Jokic,137,87,+18.7,97,135.0,77,58.4%,89,10.2%,41,24.3%,84,24.4,29,116.3,53,53.1%,6,8.5%,30,27.8%,28,20.0
MIA,Kyle Lowry,Gabe Vincent,Duncan Robinson,PJ Tucker,Dewayne Dedmon,137,93,+23.4,59,115.3,86,60.2%,13,16.8%,47,25.4%,7,9.8,98,92.0,93,46.6%,88,16.8%,74,21.9%,75,13.6
PHX,Cameron Payne,Landry Shamet,Devin Booker,Cameron Johnson,JaVale McGee,137,53,+4.2,33,107.3,24,50.8%,13,16.8%,70,28.6%,70,20.7,81,103.1,66,51.8%,97,19.4%,90,19.1%,34,19.3
POR,Brandon Williams,Josh Hart,CJ Elleby,Trendon Watford,Drew Eubanks,137,24,-9.5,14,100.7,14,48.4%,42,13.9%,57,26.4%,17,12.7,55,110.2,76,50.0%,45,13.1%,36,27.1%,3,30.2
CHI,Lonzo Ball,Alex Caruso,Zach LaVine,DeMar DeRozan,Tony Bradley,137,99,+31.5,88,126.3,96,63.4%,73,11.7%,37,23.7%,9,10.2,96,94.8,99,42.6%,95,18.5%,26,28.6%,10,26.1
CHI,Lonzo Ball,Zach LaVine,DeMar DeRozan,Patrick Williams,Nikola Vucevic,135,73,+11.0,10,98.5,9,46.9%,98,8.1%,5,13.2%,8,10.2,99,87.5,98,43.8%,19,11.0%,82,20.5%,99,5.5
POR,Anfernee Simons,CJ McCollum,Tony Snell,Nassir Little,Larry Nance Jr.,135,68,+9.7,51,113.3,36,52.7%,61,12.6%,94,34.6%,10,10.6,78,103.6,70,51.3%,43,13.0%,83,20.3%,17,22.8
CHI,Coby White,Ayo Dosunmu,Zach LaVine,DeMar DeRozan,Nikola Vucevic,135,98,+29.1,84,123.7,88,60.9%,61,12.6%,3,12.2%,96,30.9,96,94.6,91,47.1%,18,10.9%,98,15.9%,8,27.5
ATL,Delon Wright,Bogdan Bogdanovic,Kevin Huerter,Danilo Gallinari,Onyeka Okongwu,135,52,+3.7,44,111.9,14,48.5%,80,11.1%,94,34.6%,60,19.2,63,108.1,44,54.3%,76,15.6%,52,25.0%,45,18.3
NOP,Devonte' Graham,Nickeil Alexander-Walker,Josh Hart,Herbert Jones,Jonas Valanciunas,134,97,+28.0,100,140.3,91,61.9%,92,9.7%,81,30.8%,38,15.6,45,112.3,24,56.7%,35,12.3%,84,20.0%,41,18.5
ORL,Jalen Suggs,Gary Harris,Terrence Ross,Chuma Okeke,Moritz Wagner,134,28,-8.0,27,106.0,49,54.1%,15,16.4%,4,13.1%,76,21.8,38,114.0,47,53.7%,56,14.0%,21,29.7%,26,20.7
BOS,Derrick White,Jaylen Brown,Jayson Tatum,Grant Williams,Al Horford,134,80,+13.6,99,136.6,97,65.2%,87,10.4%,19,20.0%,94,29.6,12,123.0,18,57.5%,58,14.1%,6,33.8%,61,15.7
LAL,Russell Westbrook,Malik Monk,Austin Reaves,Carmelo Anthony,LeBron James,134,42,-0.6,61,116.4,80,58.9%,29,14.9%,9,15.9%,28,14.4,25,117.0,25,56.6%,58,14.1%,13,31.2%,45,18.2
CHI,Lonzo Ball,Zach LaVine,DeMar DeRozan,Derrick Jones Jr.,Nikola Vucevic,134,41,-1.5,33,107.5,8,46.5%,100,6.7%,17,19.2%,52,17.7,59,109.0,48,53.7%,22,11.2%,70,22.7%,82,12.3
NYK,Alec Burks,Evan Fournier,RJ Barrett,Obi Toppin,Jericho Sims,133,31,-7.1,30,106.8,63,56.2%,21,15.8%,26,21.7%,80,22.9,38,113.8,19,57.3%,75,15.4%,50,25.4%,86,12.0
NYK,Alec Burks,Evan Fournier,RJ Barrett,Julius Randle,Nerlens Noel,130,7,-21.8,22,104.6,21,50.5%,74,11.5%,8,15.4%,91,28.6,7,126.4,28,56.2%,22,11.2%,37,26.9%,28,20.0
BOS,Marcus Smart,Jaylen Brown,Jayson Tatum,Grant Williams,Al Horford,130,27,-8.5,53,113.8,73,57.5%,32,14.6%,8,15.8%,82,23.4,14,122.3,13,58.7%,17,10.8%,94,17.5%,18,22.6
LAC,Eric Bledsoe,Reggie Jackson,Paul George,Marcus Morris,Ivica Zubac,129,32,-6.6,37,109.3,32,52.3%,24,15.5%,54,26.2%,82,23.4,30,115.9,26,56.4%,79,15.9%,25,29.0%,39,18.8
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,JaVale McGee,129,63,+8.1,72,119.4,67,56.6%,55,13.2%,70,28.6%,26,14.0,49,111.3,70,51.2%,12,9.8%,37,26.9%,26,20.7
POR,Anfernee Simons,Josh Hart,CJ Elleby,Justise Winslow,Jusuf Nurkic,128,88,+19.5,94,132.0,87,60.8%,63,12.5%,89,32.8%,59,19.2,43,112.5,46,53.9%,36,12.5%,40,26.6%,42,18.4
LAC,Reggie Jackson,Terance Mann,Luke Kennard,Marcus Morris,Ivica Zubac,128,29,-7.6,10,98.4,5,45.3%,84,10.9%,52,26.0%,1,7.8,72,106.1,90,47.2%,2,6.8%,72,22.4%,55,16.7
OKC,Zavier Simpson,Melvin Frazier Jr.,Jaylen Hoard,Vit Krejci,Georgios Kalaitzakis,128,0,-47.1,2,88.3,1,39.6%,63,12.5%,46,25.3%,13,11.2,1,135.4,3,63.2%,3,7.7%,52,25.0%,14,23.9
BOS,Marcus Smart,Jaylen Brown,Jayson Tatum,Al Horford,Daniel Theis,127,99,+33.1,91,129.1,93,62.5%,51,13.4%,98,38.9%,15,11.7,95,96.0,90,47.1%,72,15.2%,95,17.5%,28,20.0
MIA,Kyle Lowry,Tyler Herro,Duncan Robinson,PJ Tucker,Bam Adebayo,126,81,+14.3,48,112.7,17,49.6%,20,15.9%,90,32.9%,59,19.2,92,98.4,89,47.7%,85,16.5%,31,27.7%,45,18.2
CLE,Darius Garland,Caris LeVert,Isaac Okoro,Lauri Markkanen,Moses Brown,126,10,-18.6,48,112.7,33,52.4%,27,15.1%,82,31.0%,93,29.2,3,131.3,26,56.4%,1,6.2%,50,25.4%,4,29.7
HOU,Kevin Porter,Jalen Green,Jae'Sean Tate,Christian Wood,Alperen Sengun,126,19,-12.0,5,96.0,18,50.0%,3,19.0%,28,21.9%,76,21.8,63,108.1,49,53.6%,64,14.5%,84,20.0%,75,13.5
DET,Cory Joseph,Frank Jackson,Hamidou Diallo,Saddiq Bey,Trey Lyles,125,41,-1.6,18,103.2,22,50.5%,47,13.6%,11,16.9%,83,24.0,75,104.8,65,51.9%,51,13.6%,77,21.7%,25,20.8
CHA,Terry Rozier,Cody Martin,Kelly Oubre,Miles Bridges,Montrezl Harrell,125,43,-0.4,80,121.6,79,58.7%,69,12.0%,75,29.3%,39,15.7,14,122.0,16,57.9%,2,7.1%,67,23.1%,71,14.2
BKN,James Harden,Patty Mills,Bruce Brown,Kevin Durant,Blake Griffin,125,75,+12.0,52,113.6,25,51.0%,88,10.4%,4,12.7%,98,34.3,88,101.6,84,49.2%,72,15.2%,48,25.8%,97,8.4
NYK,Alec Burks,Evan Fournier,RJ Barrett,Julius Randle,Taj Gibson,125,83,+15.5,95,132.8,82,59.3%,80,11.2%,82,30.9%,90,28.3,25,117.3,38,55.1%,68,15.0%,15,30.8%,47,17.9
ATL,Trae Young,Kevin Huerter,DeAndre Hunter,John Collins,Onyeka Okongwu,125,30,-7.5,43,111.2,40,53.1%,47,13.6%,73,29.0%,55,18.6,19,118.7,72,50.8%,54,13.8%,2,36.8%,17,22.9
MIA,Tyler Herro,Duncan Robinson,Jimmy Butler,PJ Tucker,Dewayne Dedmon,125,91,+22.5,97,134.4,48,54.1%,34,14.4%,98,38.1%,94,29.3,46,111.9,31,56.0%,39,12.7%,72,22.2%,46,18.1
NOP,Devonte' Graham,Garrett Temple,Josh Hart,Herbert Jones,Willy Hernangomez,124,22,-10.2,23,104.8,6,45.9%,77,11.3%,72,28.9%,40,15.7,33,115.1,6,61.1%,61,14.3%,82,20.4%,78,13.0
MEM,Ja Morant,De'Anthony Melton,Desmond Bane,Kyle Anderson,Steven Adams,124,2,-28.8,23,104.8,21,50.4%,92,9.7%,43,24.6%,5,9.3,2,133.6,1,66.4%,34,12.3%,56,24.5%,88,11.5
POR,Damian Lillard,Anfernee Simons,Norman Powell,Robert Covington,Jusuf Nurkic,124,58,+6.3,63,116.9,64,56.3%,92,9.7%,4,13.0%,95,30.1,52,110.7,41,54.9%,55,13.9%,93,17.9%,19,22.3
DET,Cory Joseph,Cade Cunningham,Saddiq Bey,Marvin Bagley,Isaiah Stewart,124,42,-1.4,56,114.5,51,54.3%,59,12.9%,59,26.6%,31,14.7,30,115.9,57,52.7%,6,8.7%,64,23.4%,9,26.5
LAC,Eric Bledsoe,Terance Mann,Luke Kennard,Brandon Boston Jr.,Isaiah Hartenstein,123,25,-9.4,53,113.8,45,53.8%,57,13.0%,54,26.1%,7,10.1,11,123.2,17,57.7%,96,19.2%,1,40.4%,16,23.4
MIN,Patrick Beverley,Anthony Edwards,Malik Beasley,Jarred Vanderbilt,Naz Reid,123,29,-7.7,29,106.5,18,50.0%,43,13.8%,74,29.2%,7,10.1,37,114.2,34,55.7%,96,19.2%,33,27.3%,1,34.0
GSW,Stephen Curry,Klay Thompson,Andrew Wiggins,Jonathan Kuminga,Kevon Looney,123,23,-10.0,17,102.4,35,52.5%,67,12.2%,3,12.5%,71,20.8,44,112.4,67,51.6%,3,7.4%,17,30.6%,98,7.3
MIL,George Hill,Grayson Allen,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,122,97,+27.6,76,120.5,54,54.8%,23,15.6%,36,23.6%,98,32.7,98,92.9,97,45.4%,78,15.9%,37,26.9%,49,17.4
CHA,Terry Rozier,Cody Martin,Gordon Hayward,Miles Bridges,Mason Plumlee,122,84,+16.4,96,133.6,98,65.9%,87,10.7%,39,24.1%,44,16.4,25,117.2,34,55.7%,55,13.9%,71,22.6%,78,13.0
